Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Posicion;Plazo
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1777;Nombre1777;Solar;0.1584;7.18;240;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1828;Nombre1828;Solar;0.1752;7.5;174;2
Región de Antofagasta;NA;Titular158;Nombre158;Solar;10.8;489;36;3
Región de Valparaíso;NA;Titular1427;Nombre1427;Solar;0.264;7.4;40;2
Región de Ñuble;NA;Titular1033;Nombre1033;Solar;0.24;11.016;80;2
Región del Maule;NA;Titular2269;Nombre2269;Solar;0.24;10.5;175;2
Región de Antofagasta;NA;Titular205;Nombre205;Solar;0.288;13.9;84;5
Región de Antofagasta;NA;Titular65;Nombre65;Solar;0.324;10.79;74;5
Región de Antofagasta;NA;Titular34;Nombre34;Eólica;9.6;222.6;46;8
Región de Atacama;NA;Titular384;Nombre384;Solar;0.288;12.6;6;5
Región de Ñuble;NA;Titular1068;Nombre1068;Solar;7.344;200;352;4
Región de La Araucanía;NA;Titular723;Nombre723;Solar;0.12;8.3;324;5
Región de Antofagasta;NA;Titular190;Nombre190;Solar;0.324;10.79;10;2
Región de Atacama;NA;Titular310;Nombre310;Eólica;3.0816;180;66;12
Región de Antofagasta;NA;Titular56;Nombre56;Eólica-Solar;14.9736;614;84;16
Región de Atacama;NA;Titular445;Nombre445;Solar;0.3024;12.6;9;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1755;Nombre1755;Solar;0.432;9;246;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2006;Nombre2006;Solar;0.1824;7.89;54;4
Región de Valparaíso;NA;Titular1508;Nombre1508;Solar;0.24;12.79;200;2
Región de Ñuble;NA;Titular976;Nombre976;Solar;0.264;11;304;5
Región de Antofagasta;NA;Titular86;Nombre86;Solar;0.288;12.37;78;5
Región de Atacama;NA;Titular469;Nombre469;Solar;0.288;12.5;123;4
Región de Atacama;NA;Titular347;Nombre347;Solar;8.04;217.6;63;5
Región de Tarapacá;NA;Titular1177;Nombre1177;Solar;0.48;9.02;10;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1830;Nombre1830;Solar;0.24;12;198;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1888;Nombre1888;Solar;0.2112;9;192;4
Región de Coquimbo;NA;Titular641;Nombre641;Solar;7.128;394;116;5
Región de Magallanes y de la Antártica Chilena;NA;Titular927;Nombre927;Eólica;12;384;384;11
Región de Valparaíso;NA;Titular1257;Nombre1257;Solar;0.0744;2.36376;175;3
Región de Ñuble;NA;Titular1018;Nombre1018;Solar;0.216;11.016;784;5
Región de Valparaíso;NA;Titular1313;Nombre1313;Solar;0.24;8.99;90;2
Región del Biobío;NA;Titular1647;Nombre1647;Solar;0.24;10.87;8;2
Región de Coquimbo;NA;Titular621;Nombre621;Solar;0.36;10.85;124;5
Región de Atacama;NA;Titular367;Nombre367;Solar;2.064;128.8;18;3
Región del Maule;NA;Titular2187;Nombre2187;Solar;0.1584;7.2;238;2
Región de Atacama;NA;Titular471;Nombre471;Solar;3.12;100;6;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1827;Nombre1827;Solar;0.432;9;60;4
Región del Maule;NA;Titular2188;Nombre2188;Solar;0.2568;10.52;322;2
Región del Maule;NA;Titular2324;Nombre2324;Solar;0.264;10.5;56;3
Región del Maule;NA;Titular2257;Nombre2257;Solar;0.24;10.66;224;4
Región del Maule;NA;Titular2219;Nombre2219;Solar;0.2568;10.66;154;4
Región de Ñuble;NA;Titular1020;Nombre1020;Solar;0.24;11.016;16;3
Región del Maule;NA;Titular2342;Nombre2342;Solar;0.288;12;329;5
Región de Atacama;NA;Titular452;Nombre452;Solar;7.2;293.18;15;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1766;Nombre1766;Solar;0.24;11;138;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1801;Nombre1801;Solar;0.24;9.56;120;5
Región de La Araucanía;NA;Titular762;Nombre762;Solar;0.264;11;315;5
Región de Valparaíso;NA;Titular1502;Nombre1502;Solar;3.4056;114.3;125;2
Región de Arica y Parinacota;NA;Titular295;Nombre295;Solar;0.2568;10.52;255;3
Región de Ñuble;NA;Titular1078;Nombre1078;Solar;0.24;9;656;3
Región de Valparaíso;NA;Titular1395;Nombre1395;Solar;6.96;240.8;155;4
Región de Antofagasta;NA;Titular212;Nombre212;Solar;10.8;726;82;2
Región de Antofagasta;NA;Titular211;Nombre211;Solar;2.184;120.36;34;4
Región de La Araucanía;NA;Titular708;Nombre708;Solar;0.264;11.04;252;5
Región del Maule;NA;Titular2055;Nombre2055;Solar;1.584;29;70;2
Región de Ñuble;NA;Titular1101;Nombre1101;Solar;0.36;11.1;608;2
Región de Coquimbo;NA;Titular607;Nombre607;Solar;0.288;12;176;3
Región de Valparaíso;NA;Titular1315;Nombre1315;Solar;0.24;10.61;50;5
Región de La Araucanía;NA;Titular721;Nombre721;Solar;0.264;11.22;414;2
Región de La Araucanía;NA;Titular758;Nombre758;Solar;0.288;11.07;405;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1800;Nombre1800;Solar;0.2568;10.52;102;4
Región del Biobío;NA;Titular1683;Nombre1683;Solar;0.24;10.16;304;5
Región de La Araucanía;NA;Titular718;Nombre718;Solar;3.36;200;153;2
Región del Maule;NA;Titular2095;Nombre2095;Solar;0.216;10.67;98;2
Región del Maule;NA;Titular2048;Nombre2048;Solar;0.24;11.4;35;5
Región de Antofagasta;NA;Titular233;Nombre233;Solar;6.72;471.29;78;5
Región de Los Lagos;NA;Titular775;Nombre775;Eólica;0.2808;9;110;13
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1779;Nombre1779;Solar;0.48;10.52;198;5
Región de Antofagasta;NA;Titular147;Nombre147;Solar;0.288;9.9;56;5
Región de Valparaíso;NA;Titular1293;Nombre1293;Solar;9.2472;130;220;3
Región de Valparaíso;NA;Titular1334;Nombre1334;Solar;0.2448;10.81;230;5
Región de Valparaíso;NA;Titular1419;Nombre1419;Solar;0.288;12;185;4
Región de Valparaíso;NA;Titular1443;Nombre1443;Solar;0.192;6;80;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1998;Nombre1998;Solar;0.288;11.2;42;5
Región del Maule;NA;Titular2068;Nombre2068;Solar;0.288;9;21;5
Región de Valparaíso;NA;Titular1296;Nombre1296;Solar;0.24;12.936;95;5
Región de Valparaíso;NA;Titular1361;Nombre1361;Solar;0.24;10.61;55;2
Región de Atacama;NA;Titular379;Nombre379;Solar;0.324;9.58;123;3
Región de Los Lagos;NA;Titular789;Nombre789;Eólica;0.2808;9;420;11
Región de Antofagasta;NA;Titular27;Nombre27;Eólica;6.168;280;60;16
Región del Biobío;NA;Titular1705;Nombre1705;Solar;0.216;9;272;5
Región de Ñuble;NA;Titular960;Nombre960;Solar;0.396;17.22;208;3
Región de Coquimbo;NA;Titular637;Nombre637;Solar;0.0096;0.359;96;3
Región de Atacama;NA;Titular446;Nombre446;Solar;5.76;235;123;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1810;Nombre1810;Solar;0.24;6.5;144;2
Región del Maule;NA;Titular2167;Nombre2167;Solar;0.288;11.82;21;5
Región de Atacama;NA;Titular430;Nombre430;Solar;0.216;10.87;144;2
Región de Coquimbo;NA;Titular560;Nombre560;Solar;0.192;8;76;4
Región de Atacama;NA;Titular356;Nombre356;Solar;4.92;265.48;126;4
Región de Antofagasta;NA;Titular115;Nombre115;Solar;96;1009.28;96;3
Región del Maule;NA;Titular2158;Nombre2158;Solar;4.32;97.48;329;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1786;Nombre1786;Solar;0.2256;10.5;264;5
Región de Ñuble;NA;Titular1008;Nombre1008;Solar;0.168;7.113;224;3
Región de Coquimbo;NA;Titular608;Nombre608;Solar;0.192;12.5;72;3
Región de Atacama;NA;Titular422;Nombre422;Solar;3.6;105;126;2
Región del Maule;NA;Titular2195;Nombre2195;Solar;0.264;10.53;259;4
Región del Maule;NA;Titular2237;Nombre2237;Solar;0.288;7.1;203;4
Región de Atacama;NA;Titular346;Nombre346;Solar;0.2088;5.14;54;4
Región de La Araucanía;NA;Titular720;Nombre720;Solar;0.264;10.68;297;4
Región de Coquimbo;NA;Titular575;Nombre575;Solar;0.264;9;112;4
Región de Los Lagos;NA;Titular838;Nombre838;Hidro;0.732;6;480;4
Región de Valparaíso;NA;Titular1520;Nombre1520;Solar;0.204;9.3912;170;2
Región de Atacama;NA;Titular480;Nombre480;Solar;0.216;7.45;114;2
Región de Antofagasta;NA;Titular162;Nombre162;Solar;0.276;10.725;50;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1860;Nombre1860;Solar;0.48;11;186;5
Región de Ñuble;NA;Titular942;Nombre942;Eólica;7.2;248;288;14
Región de Ñuble;NA;Titular1042;Nombre1042;Solar;0.24;10.66;496;4
Región de Antofagasta;NA;Titular40;Nombre40;Eólica-Solar;18;862.5;28;13
Región del Maule;NA;Titular2213;Nombre2213;Solar;1.92;110.24;154;2
Región de Arica y Parinacota;NA;Titular261;Nombre261;Solar;0.288;13.2;705;5
Región de Antofagasta;NA;Titular17;Nombre17;Eólica;5.904;204.6;26;16
Región de Valparaíso;NA;Titular1270;Nombre1270;Solar;0.24;11.4;160;3
Región de Antofagasta;NA;Titular170;Nombre170;Solar;11.904;671;92;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1914;Nombre1914;Solar;0.0192;0.8295;234;4
Región de Atacama;NA;Titular438;Nombre438;Solar;0.264;12.5;63;3
Región de Ñuble;NA;Titular1071;Nombre1071;Solar;0.216;10.87;784;3
Región de Coquimbo;NA;Titular623;Nombre623;Solar;0.7056;7;76;4
Región de Tarapacá;NA;Titular1210;Nombre1210;Solar;0.4752;9;33;4
Región de Coquimbo;NA;Titular567;Nombre567;Solar;0.192;13.23;144;4
Región de Tarapacá;NA;Titular1151;Nombre1151;Solar;5.4;216.71;17;5
Región del Maule;NA;Titular2211;Nombre2211;Solar;0.288;12;49;4
Región de Ñuble;NA;Titular1080;Nombre1080;Solar;0.216;10.606;544;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1995;Nombre1995;Solar;0.156;9;192;4
Región del Maule;NA;Titular2248;Nombre2248;Solar;0.288;9.072;224;5
Región de Antofagasta;NA;Titular138;Nombre138;Solar;0.324;10.752;66;5
Región de La Araucanía;NA;Titular759;Nombre759;Solar;0.264;11;432;5
Región de Antofagasta;NA;Titular101;Nombre101;Solar;4.776;181;42;3
Región de La Araucanía;NA;Titular743;Nombre743;Solar;0.216;11.016;396;2
Región de Coquimbo;NA;Titular639;Nombre639;Solar;0.264;9;144;4
Región del Biobío;NA;Titular1611;Nombre1611;Solar;0.24;11.016;312;5
Región de Valparaíso;NA;Titular1440;Nombre1440;Solar;0.204;9.3912;210;5
Región de Atacama;NA;Titular450;Nombre450;Solar;0.2088;5.14;150;4
Región de Valparaíso;NA;Titular1240;Nombre1240;Solar;0.168;7;145;4
Región de Valparaíso;NA;Titular1328;Nombre1328;Solar;0.216;11.75;125;4
Región de Los Ríos;NA;Titular890;Nombre890;Hidro;10.608;170;210;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1907;Nombre1907;Solar;0.1584;6;144;5
Región de La Araucanía;NA;Titular730;Nombre730;Solar;0.264;11.22;225;5
Región del Biobío;NA;Titular1545;Nombre1545;Eólica;3.6;68;192;8
Región del Biobío;NA;Titular1649;Nombre1649;Solar;0.48;11.65;304;3
Región del Maule;NA;Titular2310;Nombre2310;Solar;0.288;12;196;2
Región de Coquimbo;NA;Titular590;Nombre590;Solar;1.5408;74.659;196;2
Región de Valparaíso;NA;Titular1342;Nombre1342;Solar;0.264;9.936;120;3
Región de Valparaíso;NA;Titular1310;Nombre1310;Solar;3;70;175;3
Región de Valparaíso;NA;Titular1301;Nombre1301;Solar;0.2832;11.75;40;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1845;Nombre1845;Solar;0.324;10.79;114;3
Región del Biobío;NA;Titular1634;Nombre1634;Solar;0.24;10.53;96;2
Región del Maule;NA;Titular2045;Nombre2045;Solar;0.216;8.208;350;3
Región de Antofagasta;NA;Titular235;Nombre235;Solar;10.8;726;86;2
Región del Maule;NA;Titular2256;Nombre2256;Solar;0.288;12;119;5
Región de Arica y Parinacota;NA;Titular301;Nombre301;Solar;5.04;358.7;525;2
Región de Atacama;NA;Titular372;Nombre372;Solar;0.288;12.5;54;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1733;Nombre1733;Hidro;0.1536;2.56;270;6
Región del Maule;NA;Titular2344;Nombre2344;Solar;0.288;12;343;3
Región del Biobío;NA;Titular1718;Nombre1718;Solar;0.192;8;280;4
Región de Ñuble;NA;Titular988;Nombre988;Solar;0.288;12;656;2
Región de Valparaíso;NA;Titular1517;Nombre1517;Solar;5.04;300;170;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1763;Nombre1763;Solar;0.24;11;156;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1893;Nombre1893;Solar;12;249.7;132;5
Región de Ñuble;NA;Titular1035;Nombre1035;Solar;0.216;9;592;3
Región de Valparaíso;NA;Titular1298;Nombre1298;Solar;0.1896;6;165;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2008;Nombre2008;Solar;0.288;11.75;84;3
Región de Arica y Parinacota;NA;Titular291;Nombre291;Solar;5.04;358.7;735;4
Región del Biobío;NA;Titular1578;Nombre1578;Eólica;6;215;312;12
Región de Antofagasta;NA;Titular148;Nombre148;Solar;0.288;10.75;58;2
Región de Tarapacá;NA;Titular1126;Nombre1126;Solar;0.288;13;22;5
Región de Valparaíso;NA;Titular1343;Nombre1343;Solar;0.144;6.295;165;4
Región de Valparaíso;NA;Titular1527;Nombre1527;Solar;2.04;127.7;60;5
Región de Ñuble;NA;Titular1009;Nombre1009;Solar;0.24;11.016;32;2
Región de Coquimbo;NA;Titular631;Nombre631;Solar;0.216;10.47;68;4
Región del Biobío;NA;Titular1595;Nombre1595;Hidro;10.08;169.8;272;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1746;Nombre1746;Solar;0.1872;8;270;3
Región de Valparaíso;NA;Titular1453;Nombre1453;Solar;0.2376;10.89;95;3
Región de Coquimbo;NA;Titular629;Nombre629;Solar;3.6;94.5;196;5
Región de Antofagasta;NA;Titular69;Nombre69;Solar;4.08;227.46;46;2
Región de Tarapacá;NA;Titular1130;Nombre1130;Solar;15.24;381.8;46;2
Región de Valparaíso;NA;Titular1277;Nombre1277;Solar;3.84;120;140;4
Región de Tarapacá;NA;Titular1179;Nombre1179;Solar;0.324;10.79;28;4
Región de Tarapacá;NA;Titular1123;Nombre1123;Solar;7.272;371;9;2
Región del Biobío;NA;Titular1535;Nombre1535;Eólica;0.6;14.4;368;16
Región de Valparaíso;NA;Titular1471;Nombre1471;Solar;0.96;44.4;95;4
Región de Valparaíso;NA;Titular1233;Nombre1233;Solar;0.2376;10.89;120;5
Región de Valparaíso;NA;Titular1528;Nombre1528;Solar;0.0696;4.1;215;5
Región de Los Lagos;NA;Titular811;Nombre811;Eólica;0.2808;9;70;13
Región del Biobío;NA;Titular1661;Nombre1661;Solar;0.216;9;320;5
Región de Coquimbo;NA;Titular503;Nombre503;Solar;0.264;9;8;4
Región del Maule;NA;Titular2228;Nombre2228;Solar;0.1848;9.3;14;3
Región del Maule;NA;Titular2217;Nombre2217;Solar;0.264;11;224;5
Región de Atacama;NA;Titular465;Nombre465;Solar;0.3024;12.6;132;4
Región de Valparaíso;NA;Titular1412;Nombre1412;Solar;0.24;10.88;190;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1817;Nombre1817;Solar;0.288;10.8;228;2
Región de Antofagasta;NA;Titular167;Nombre167;Solar;66.9384;1009;20;5
Región de Valparaíso;NA;Titular1362;Nombre1362;Solar;0.6;14.45;165;5
Región de Antofagasta;NA;Titular244;Nombre244;Solar;0.672;9;62;4
Región del Maule;NA;Titular2189;Nombre2189;Solar;0.24;11;210;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1792;Nombre1792;Solar;0.156;9;168;2
Región del Maule;NA;Titular2363;Nombre2363;Solar;2.4;100;350;5
Región de Valparaíso;NA;Titular1347;Nombre1347;Solar;0.24;10.61;165;5
Región de Coquimbo;NA;Titular555;Nombre555;Solar;0.12;4.24;128;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1903;Nombre1903;Solar;0.5328;10.415;168;3
Región de Tarapacá;NA;Titular1150;Nombre1150;Solar;0.288;11.1;3;3
Región de Tarapacá;NA;Titular1206;Nombre1206;Solar;6.8736;318.2;44;3
Región de Valparaíso;NA;Titular1424;Nombre1424;Solar;1.8;68.32;75;4
Región del Biobío;NA;Titular1658;Nombre1658;Solar;0.156;6.78;352;3
Región de Atacama;NA;Titular376;Nombre376;Solar;0.216;10.87;72;3
Región de Coquimbo;NA;Titular506;Nombre506;Solar;0.1824;6.02;88;5
Región del Maule;NA;Titular2057;Nombre2057;Solar;0.1176;6.02;238;4
Región de Coquimbo;NA;Titular484;Nombre484;Eólica;2.8608;79.5;16;14
Región de Antofagasta;NA;Titular187;Nombre187;Solar;4.8;155;72;2
Región de Valparaíso;NA;Titular1398;Nombre1398;Solar;0.288;10.57;145;3
Región de La Araucanía;NA;Titular715;Nombre715;Solar;0.192;11;99;4
Región de La Araucanía;NA;Titular680;Nombre680;Eólica;1.56;36.3;189;11
Región de Los Ríos;NA;Titular909;Nombre909;Solar;0.36;10.54;406;5
Región de Atacama;NA;Titular390;Nombre390;Solar;0.3024;12.6;87;3
Región de Antofagasta;NA;Titular169;Nombre169;Solar;96;1009;10;4
Región de Tarapacá;NA;Titular1118;Nombre1118;Solar;23.76;581.46;11;3
Región de Coquimbo;NA;Titular536;Nombre536;Solar;0.288;9;168;3
Región del Biobío;NA;Titular1667;Nombre1667;Solar;0.216;11.016;200;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1906;Nombre1906;Solar;0.264;15.4;186;3
Región del Maule;NA;Titular2132;Nombre2132;Solar;0.264;10.53;42;5
Región de Tarapacá;NA;Titular1140;Nombre1140;Solar;0.2376;10.8;14;2
Región del Maule;NA;Titular2365;Nombre2365;Solar;0.216;10.584;154;3
Región de Antofagasta;NA;Titular25;Nombre25;Eólica;15.48;336;12;9
Región de Antofagasta;NA;Titular232;Nombre232;Solar;0.228;12.5;48;3
Región de Tarapacá;NA;Titular1165;Nombre1165;Solar;0.324;9;49;2
Región del Biobío;NA;Titular1650;Nombre1650;Solar;0.24;9;392;2
Región de Atacama;NA;Titular371;Nombre371;Solar;3.48;192.72;93;5
Región de Coquimbo;NA;Titular566;Nombre566;Solar;0.288;12.5;56;5
Región de Antofagasta;NA;Titular230;Nombre230;Solar;11.904;671;64;2
Región del Maule;NA;Titular2313;Nombre2313;Solar;0.18;7.466;7;4
Región de Los Ríos;NA;Titular878;Nombre878;Eólica;0.4944;13.5;56;8
Región de Valparaíso;NA;Titular1236;Nombre1236;Solar;0.1944;10.3;65;2
Región de Antofagasta;NA;Titular54;Nombre54;Eólica-Solar;14.9736;557;30;12
Región de Valparaíso;NA;Titular1389;Nombre1389;Solar;0.24;8.99;140;5
Región de Antofagasta;NA;Titular256;Nombre256;Solar;0.288;9;76;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1915;Nombre1915;Solar;0.24;10.64;66;2
Región de Antofagasta;NA;Titular258;Nombre258;Solar;0.288;10.016;60;2
Región de Antofagasta;NA;Titular239;Nombre239;Solar;0.288;12.5;80;5
Región de Antofagasta;NA;Titular195;Nombre195;Solar;0.288;12;78;3
Región de Tarapacá;NA;Titular1159;Nombre1159;Solar;0.072;3.12;38;5
Región del Maule;NA;Titular2270;Nombre2270;Solar;0.1848;9.3;168;5
Región de La Araucanía;NA;Titular768;Nombre768;Solar;0.192;6;378;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1741;Nombre1741;Solar;0.288;11.47;192;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1951;Nombre1951;Solar;12;249.7;90;2
Región de Valparaíso;NA;Titular1324;Nombre1324;Solar;0.18;7.01568;45;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1769;Nombre1769;Solar;0.2472;10.26;108;5
Región del Biobío;NA;Titular1636;Nombre1636;Solar;0.216;11.016;160;3
Región de Antofagasta;NA;Titular168;Nombre168;Solar;0.324;10.79;24;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1854;Nombre1854;Solar;3.504;141;162;4
Región de Coquimbo;NA;Titular530;Nombre530;Solar;0.288;9;172;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2028;Nombre2028;Solar;0.2016;8.5;180;5
Región de Antofagasta;NA;Titular241;Nombre241;Solar;0.228;12.5;14;5
Región del Biobío;NA;Titular1549;Nombre1549;Eólica;6.72;198;48;8
Región de Valparaíso;NA;Titular1429;Nombre1429;Solar;0.216;8.866;235;3
Región de Los Ríos;NA;Titular911;Nombre911;Solar;0.504;21.27;350;3
Región de Antofagasta;NA;Titular30;Nombre30;Eólica;15.48;336;80;10
Región del Biobío;NA;Titular1542;Nombre1542;Eólica;5.376;107.5;24;16
Región de Valparaíso;NA;Titular1514;Nombre1514;Solar;0.288;11.41;200;3
Región de Ñuble;NA;Titular1032;Nombre1032;Solar;1.2;67.9;320;5
Región de Valparaíso;NA;Titular1515;Nombre1515;Solar;0.96;55;40;2
Región del Biobío;NA;Titular1606;Nombre1606;Solar;0.372;16.73;384;4
Región de Valparaíso;NA;Titular1478;Nombre1478;Solar;0.2088;8.02;15;3
Región de Tarapacá;NA;Titular1148;Nombre1148;Solar;23.76;581.46;26;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1770;Nombre1770;Solar;0.2472;10.26;54;4
Región de La Araucanía;NA;Titular738;Nombre738;Solar;0.12;3.66;63;5
Región de Arica y Parinacota;NA;Titular287;Nombre287;Solar;1.584;16.77;330;3
Región de Antofagasta;NA;Titular113;Nombre113;Solar;3.6;142;84;2
Región de Ñuble;NA;Titular949;Nombre949;Eólica;4.128;115.2;720;8
Región del Maule;NA;Titular2233;Nombre2233;Solar;0.264;9;189;5
Región del Maule;NA;Titular2103;Nombre2103;Solar;1.92;110.24;161;3
Región de Valparaíso;NA;Titular1516;Nombre1516;Solar;0.204;9.3912;65;5
Región del Maule;NA;Titular2206;Nombre2206;Solar;0.2352;10.34;238;5
Región de Atacama;NA;Titular461;Nombre461;Solar;1.152;62.84;117;2
Región de Valparaíso;NA;Titular1525;Nombre1525;Solar;0.288;11.41;235;5
Región de Tarapacá;NA;Titular1125;Nombre1125;Solar;0.324;9;42;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1818;Nombre1818;Solar;0.36;10.3;6;3
Región de Los Ríos;NA;Titular921;Nombre921;Solar;0.504;21.27;378;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2034;Nombre2034;Solar;0.288;8.5;192;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1900;Nombre1900;Solar;0.24;11;180;3
Región de Los Lagos;NA;Titular785;Nombre785;Eólica;5.76;173.6;360;9
Región del Biobío;NA;Titular1596;Nombre1596;Hidro;0.2328;3.3;352;2
Región de Los Ríos;NA;Titular882;Nombre882;Eólica;6.72;258;252;11
Región de Atacama;NA;Titular304;Nombre304;Eólica;4.3608;173.25;45;12
Región de Coquimbo;NA;Titular500;Nombre500;Eólica-Solar;8.16;199.1;108;15
Región de Valparaíso;NA;Titular1281;Nombre1281;Solar;0.192;7.13;70;2
Región del Biobío;NA;Titular1560;Nombre1560;Eólica;3.744;95.2;144;15
Región del Maule;NA;Titular2118;Nombre2118;Solar;0.1848;9.3;140;5
Región de Antofagasta;NA;Titular165;Nombre165;Solar;0.276;9;54;4
Región de Arica y Parinacota;NA;Titular285;Nombre285;Solar;5.04;358.7;375;3
Región de Tarapacá;NA;Titular1172;Nombre1172;Solar;10.32;610;11;2
Región de Valparaíso;NA;Titular1363;Nombre1363;Solar;0.24;10.61;155;4
Región del Biobío;NA;Titular1558;Nombre1558;Eólica;5.52;184.8;392;15
Región de Ñuble;NA;Titular958;Nombre958;Solar;0.288;9.68;64;4
Región de La Araucanía;NA;Titular707;Nombre707;Solar;0.216;11.016;207;5
Región de Antofagasta;NA;Titular63;Nombre63;Solar;7.2;257;96;4
Región de Antofagasta;NA;Titular79;Nombre79;Solar;2.16;126;10;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1862;Nombre1862;Solar;0.288;8.23;234;4
Región de Valparaíso;NA;Titular1288;Nombre1288;Solar;1.8;68.32;80;2
Región del Maule;NA;Titular2368;Nombre2368;Solar;0.264;10.5;189;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1832;Nombre1832;Solar;3.504;121;216;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1938;Nombre1938;Solar;0.432;9.22;138;4
Región de Coquimbo;NA;Titular622;Nombre622;Solar;0.2016;10.66;44;2
Región de Arica y Parinacota;NA;Titular263;Nombre263;Solar;0.24;9.644;555;3
Región de Los Ríos;NA;Titular883;Nombre883;Eólica;6.72;258;476;12
Región de Antofagasta;NA;Titular120;Nombre120;Solar;3.36;200;78;3
Región del Biobío;NA;Titular1697;Nombre1697;Solar;0.24;11.016;392;3
Región del Biobío;NA;Titular1575;Nombre1575;Eólica;0.408;16.8;40;10
Región de La Araucanía;NA;Titular729;Nombre729;Solar;0.264;11.04;360;5
Región de Atacama;NA;Titular473;Nombre473;Solar;1.9968;129;117;2
Región de Coquimbo;NA;Titular512;Nombre512;Solar;3.6;94.5;48;4
Región de Coquimbo;NA;Titular645;Nombre645;Solar;1.5408;74.659;200;2
Región del Maule;NA;Titular2338;Nombre2338;Solar;4.452;91.01;210;4
Región de Antofagasta;NA;Titular206;Nombre206;Solar;0.24;15.25;32;2
Región de Los Lagos;NA;Titular837;Nombre837;Hidro;0.36;7.3;50;5
Región de Tarapacá;NA;Titular1162;Nombre1162;Solar;0.324;9;37;4
Región de La Araucanía;NA;Titular683;Nombre683;Eólica;3.24;130.2;423;13
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1753;Nombre1753;Solar;0.432;9;228;5
Región de Atacama;NA;Titular387;Nombre387;Solar;0.288;9;51;5
Región de Coquimbo;NA;Titular571;Nombre571;Solar;0.288;12;140;2
Región del Biobío;NA;Titular1673;Nombre1673;Solar;0.24;9;112;4
Región de Valparaíso;NA;Titular1448;Nombre1448;Solar;0.0576;3.02;25;3
Región de Los Lagos;NA;Titular846;Nombre846;Solar;0.36;9.5;60;3
Región del Biobío;NA;Titular1720;Nombre1720;Solar;0.216;9;32;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1909;Nombre1909;Solar;0.36;10.3;150;2
Región de La Araucanía;NA;Titular763;Nombre763;Solar;0.264;11;369;3
Región de Coquimbo;NA;Titular577;Nombre577;Solar;0.216;11.25;168;3
Región de La Araucanía;NA;Titular711;Nombre711;Solar;0.12;8.3;270;4
Región de Atacama;NA;Titular320;Nombre320;Solar;0.228;12.5;54;4
Región de Coquimbo;NA;Titular670;Nombre670;Solar;3.312;172.68;200;5
Región de Atacama;NA;Titular357;Nombre357;Solar;7.032;407;111;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1793;Nombre1793;Solar;0.24;11.87;6;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2004;Nombre2004;Solar;0.264;9;228;3
Región de Valparaíso;NA;Titular1227;Nombre1227;Solar;3.4056;114.3;145;4
