Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MMUS;Capacidad_MW;Posicion
Región de Coquimbo;Coquimbo-Monte Patria;CVE Proyecto Catorce SpA;PARQUE FOTOVOLTAICO MOMANO;Solar;8.6;7.53;15
Región Metropolitana de Santiago;Buin;CVE Proyecto Veinte SpA;Medusa Solar;Solar;6.6;8.066;1
Región de Los Lagos;Purranque;Windkraft Purranque 1 SPA;Instalación de 3 Aerogeneradores Purranque 1;Eólica;17;16.8;12
Región de Coquimbo;Vicuña;Bronte SpA;Parque Fotovoltaico Gabriela;Solar;12;12.5;15
Región de Antofagasta;Calama-Ollagüe;Geotérmica del Norte S.A.;Ampliación Proyecto Central Geotérmica Cerro Pabellón;Geotérmica;200;35.0;7
Región del Biobío;Los Angeles;Inmobiliaria e Inversiones Lancuyen SpA.;Planta Solar El Renuevo;Solar;10;11.0;9
Región de Antofagasta;Tocopilla;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Lunar;Solar;13.5;10.79;7
Región del Libertador Gral. Bernardo O’Higgins;Nancagua;Metis SPA;Parque Fotovoltaico Yaquil;Solar;9;10.6;6
Región de Coquimbo;Vicuña;LENERGIA CHILE SpA;Planta Fotovoltaica Fundo San Isidro;Solar;15;10.85;15
Región de Los Ríos;Río Bueno;ENERGIA RENOVABLE RUBI SPA;PARQUE FOTOVOLTAICO LOS TAMBORES;Eólica;15;13.09;4
Región de Valparaíso;Quintero;LUZ DE SOL 5 SPA;Parque Fotovoltaico Ritoque Solar;Solar;70;105.41;2
Región de Valparaíso;La Ligua;PARQUE FOTOVOLTAICO LA LIGUA SPA;PMGD Cóndor La Ligua II;Solar;6;7.51;2
Región de Atacama;Diego de Almagro;Minera Gold Fields Salares Norte SpA;Planta Fotovoltaica Salares Norte;Solar;10;7.7;16
Región de Antofagasta;Antofagasta;Abra Solar SpA;Parque Fotovoltaico Andalhue;Solar;10;12.0;7
Región del Biobío;Mulchén;MVC SOLAR 35 SpA;Parque Fotovoltaico Doña Ximena;Solar;11;11.04;9
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;LAYLA DE VERANO SPA;Parque Fotovoltaico Layla del Verano;Solar;98;83.0;6
Región Metropolitana de Santiago;Padre Hurtado;Solek Chile Services SpA;Parque Fotovoltaico El Roque;Solar;10;8.66;1
Región del Biobío;Los Angeles;MVC SOLAR 12 SpA;Parque Fotovoltaico El Rosal;Solar;11;11.04;9
Región de La Araucanía;Freire;MANANTIAL SOLAR SPA;Parque Fotovoltaico Manantial Solar;Solar;4.3;6.9;14
Región de Coquimbo;Punitaqui;Don Enrique SpA;Parque Fotovoltaico Don Enrique;Solar;12;9.0;15
Región de Los Ríos;Panguipulli;Bosch Rivera Limitada;Minicentral Hidroeléctrica Río Mañío;Hidro;4.5;3.0;4
Región de Ñuble;San Carlos-Ñiquén;Cóndor Los Lagos SpA;Parque Eólico Andino Suiza;Eólica;172;115.2;3
Región de Tarapacá;Huara;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Saya;Solar;13.5;10.79;8
Región Metropolitana de Santiago;Lampa;CVE Proyecto Veintidos SpA;Parque Fotovoltaico Isidora Solar;Solar;7.8;12.4;1
Región de Valparaíso;Cabildo;ORION POWER S.A.;Proyecto Jardín Solar Petorca;Solar;12;10.46;2
Región de Valparaíso;Casablanca;ANDINA SOLAR 14 SPA;Parque Fotovoltaico Manzano III;Solar;3.1;2.3584;2
Región Metropolitana de Santiago;Lampa;Chequén Solar SpA;Parque Fotovoltaico Chequén Solar;Solar;10;10.32;1
Región del Maule;Parral-Retiro;PARRAL SOLAR SPA;Parque Solar Parral;Solar;200;201.0;13
Región del Libertador Gral. Bernardo O’Higgins;Las Cabras;Margarita Solar SpA;Nueva Central Solar Fotovoltaica Margarita;Solar;10.4;10.43;6
Región del Biobío;Los Angeles;Sol del Sur 15 SpA;Parque Fotovoltaico Chacaico;Solar;9;9.0;9
Región de Antofagasta;María Elena;ACCIONA ENERGÍA CHILE SpA;Parque Solar Fotovoltaico Pedro de Valdivia;Solar;60;140.049;7
Región del Maule;Talca;Mercedes Solar SpA;Parque Fotovoltaico FV Maule;Solar;13;11.014;13
Región Metropolitana de Santiago;Buin;ORION POWER S.A.;Parque Solar Fotovoltaico El Peral;Solar;12;12.43;1
Región del Libertador Gral. Bernardo O’Higgins;Chimbarongo;Chimbarongo Solar SpA;Parque Fotovoltaico Chimbarongo 3;Solar;10;12.0;6
Región del Maule;Parral;SOLARES DEL MAULE SPA;Parque Fotovoltaico Reliquia;Solar;8.5;8.5;13
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;FOTOVOLTAICA FARO III SPA;Parque Fotovoltaico Faro de Santa Elena;Solar;9;10.69;6
Región de Los Ríos;La Unión;Ciprés de la Costa Solar SpA;Parque Solar Ciprés de la Costa;Solar;10;10.33;4
Región de Ñuble;Chillán Viejo;PV Power Chile SpA;Parque Fotovoltaico Quilmo PMG;Solar;11;10.52;3
Región del Maule;Curicó;OPDE CHILE SPA;Parque Fotovoltaico Zapallar;Solar;9;11.17;13
Región de La Araucanía;Los Sauces;MVC SOLAR 50 SpA;Parque Fotovoltaico El Sauce;Solar;11;11.0;14
Región de Valparaíso;Llay Llay-Catemu;PARSOSY MAGEC SPA;PARQUE SOLAR CON ALMACENAMIENTO  LA ESTANCILLA;Solar;85;45.0;2
Región Metropolitana de Santiago;Til-Til;PSF DON DARÍO SPA;Proyecto Solar Fotovoltaico Don Darío;Solar;180;235.9;1
Región de Coquimbo;La Higuera;PIRITA SpA;Parque Solar Pirita;Solar;161.7;97.67;15
Región de Antofagasta;María Elena;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Taruca;Solar;13.5;10.79;7
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;GR LUMA SPA;Planta Fotovoltaica Alcón Solar 6MW;Solar;6.6;7.18;6
Región de Coquimbo;Ovalle;Pastrán SpA;Parque Fotovoltaico Pastrán;Solar;12;12.5;15
Región de Coquimbo;Ovalle;Anakena SpA;Parque Fotovoltaico Anakena;Solar;12;9.0;15
Región de Coquimbo;Ovalle;La Chupalla Solar SpA;Parque Fotovoltaico La Chupalla;Solar;95;132.0;15
Región Metropolitana de Santiago;San Bernardo;PV Power Chile SpA;Parque Fotovoltaico Barrancón;Solar;11;10.66;1
Región de Arica y Parinacota;Camarones;Colbún S.A.;Parque Fotovoltaico Celda Solar;Solar;450;421.9;5
Región de Antofagasta;María Elena;Fotovoltaica Norte Grande 1 SpA;Actualización Proyecto La Cruz Solar;Solar;110;112.58;7
Región de Valparaíso;Cabildo;Cabildo Sunlight SpA;Parque Fotovoltaico Cabildo Sunlight;Solar;10;12.936;2
Región de Los Lagos;Chonchi-Quellón;Eólica Cateao Sp.A.;Parque Eólico Cateao;Eólica;224;100.0;12
Región Metropolitana de Santiago;Buin;ORION POWER S.A.;Parque Solar Fotovoltaico Rucapaine;Solar;12;12.11;1
Región Metropolitana de Santiago;Melipilla;Copahue de Verano SpA;Parque Fotovoltaico Sand del Verano;Solar;10.2;10.81;1
Región de Los Ríos;La Unión-Paillaco;Proyectos Peñaflor SpA;PARQUE EOLICO LA LUMA;Eólica;27.5;18.0;4
Región de Los Lagos;Llanquihue;Colbún S.A.;Parque Eólico Cuatro Vientos;Eólica;540;360.0;12
Región de Antofagasta;María Elena;PAUNA SOLAR SPA;Parque Fotovoltaico Pauna Solar;Solar;496;671.0;7
Región Metropolitana de Santiago;Calera de Tango;Olca SpA;Parque Fotovoltaico Lo Ermita del Verano;Solar;10.2;10.81;1
Región del Libertador Gral. Bernardo O’Higgins;Graneros;SAO PAULO SOLAR SPA;NUEVA CENTRAL SOLAR FOTOVOLTAICA ALAMEDA;Solar;11.8;11.76;6
Región del Maule;San Clemente;Fotovoltaica Arrayán SpA.;Proyecto Fotovoltaico Cabimas;Solar;15;9.99;13
Región del Maule;Teno;Enlasa Generacion Chile S.A.;Ampliación Planta Fotovoltaica Teno Solar;Solar;2;2.2;13
Región de Valparaíso;Llay Llay;Porvenir Solar Spa;Porvenir Solar;Solar;75;68.32;2
Región Metropolitana de Santiago;San Pedro;Savona Solar SpA;Planta Fotovoltaica Savona Solar;Solar;7;6.76;1
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;GR Kewiña SpA;Planta Fotovoltaica Yellowstone 7 MW;Solar;7.7;8.38;6
Región de Los Lagos;Puerto Varas;Energía Renovable Opalo SpA;Parque Fotovoltaico El Roble Norte;Solar;15;9.0;12
Región de Valparaíso;San Antonio;PFV Férrea Solar SpA;Parque Fotovoltaico Férrea Solar;Solar;15;9.0;2
Región de Ñuble;Chillán Viejo;Sol del Sur SG SpA;Parque Fotovoltaico Sol del Sur SG;Solar;15;23.0;3
Región de Ñuble;Chillán;CENTAURO SOLAR SPA;Parque Fotovoltaico Centauro Solar;Solar;13.7;9.0;3
Región de La Araucanía;Angol;Sociedad Vientos de Renaico SpA;Parque Eólico Cancura;Eólica;71;33.6;14
Región del Libertador Gral. Bernardo O’Higgins;San Fernando;Hidroeléctrica Dos Valles SpA;Ampliación Minicentral Hidroeléctrica de Pasada Sector Río Damas;Hidro;4.5;9.05;6
Región de Valparaíso;Llay Llay;Livorno Solar SpA;Planta Fotovoltaica Livorno Solar;Solar;19;8.91;2
Región de Los Lagos;Ancud;WIND 1 SPA;Instalación de 3 Aerogeneradores en Fundo Degan Chico;Eólica;17;16.2;12
Región de Coquimbo;Coquimbo;CERRILLOS SPA;Parque Fotovoltaico Cerrillos;Solar;9;10.47;15
Región Metropolitana de Santiago;Melipilla;Planta Solar El Trigal SpA;Planta Solar El Trigal;Solar;10;11.0;1
Región Metropolitana de Santiago;El Monte;Socompa de Verano SpA;Ampliación Parque Fotovoltaico Nazarino del Verano;Solar;6.2;6.01;1
Región del Maule;Linares;Cipres SpA;Proyecto Solar fotovoltaico Ciprés;Solar;12.2;10.178;13
Región del Maule;Colbún;Solares de Santa Elena SpA;PROYECTO FOTOVOLTAICO RARI SOLAR;Solar;10.8;10.5;13
Región de Ñuble;San Carlos;SOCIEDAD ENERGIAS RENOVABLES EL ALAMO SPA;PMGD FV La Cosecha;Solar;9;10.606;3
Región de Coquimbo;Punitaqui;Nueva Gales SpA;Parque Fotovoltaico Huaquelón;Solar;12;12.5;15
Región del Maule;Talca;MVC Solar 44 SpA;Planta Fotovoltaica Doña Rodriga;Solar;11;10.53;13
Región de Valparaíso;Quillota;Palto Sunlight Spa;Parque Fotovoltaico Palto Sunlight;Solar;10;11.1;2
Región del Maule;Teno;Guanaquito Solar SpA;Arboleda Solar;Solar;80;110.24;13
Región del Maule;Linares;PV Power Chile SpA;Parque Fotovoltaico Linares Norte PMG;Solar;10.7;10.52;13
Región Metropolitana de Santiago;Buin;Alto Jahuel Solar SpA;PFV Alto Jahuel Solar;Solar;7;6.25;1
Región de Coquimbo;Ovalle;PFV Limarí Solar SpA;Parque Fotovoltaico Lagunillas 94,5 MW y Línea Eléctrica Lagunillas - La Ruca 220 kV;Solar;150;94.5;15
Región Metropolitana de Santiago;Talagante;Varazze SpA;Planta Fotovoltaica Varazze;Solar;25;10.72;1
Región de La Araucanía;Renaico;MILLARAY FOTOVOLTAICA SPA;PMGD Renaico 2;Solar;5;3.66;14
Región del Libertador Gral. Bernardo O’Higgins;Graneros;MELI SPA;Parque Solar Fotovoltaico Meli;Solar;11;9.0;6
Región del Biobío;Cabrero;JCS ENERGY SPA;PROYECTO FOTOVOLTAICO DON DAVO;Solar;20;11.65;9
Región de Antofagasta;Antofagasta;GR Ruil SpA;Planta Fotovoltaica Mitchi;Solar;11.5;9.0;7
Región de Coquimbo;Ovalle;Terrazas Solar SpA;Parque Fotovoltaico Las Terrazas;Solar;220;279.9;15
Región de Los Lagos;Llanquihue-Frutillar;Engie Energía Chile S.A.;Parque Eólico Loma Verde;Eólica;240;173.6;12
Región de Ñuble;San Carlos-Ñiquén;Wind 5 SpA;Parque Eólico San Carlos;Eólica;241;187.5;3
Región de Valparaíso;Puchuncaví;Los Maquis Solar SpA;Parque Fotovoltaico Los Maquis Solar;Solar;11.8;11.75;2
Región del Maule;Linares;Cuenca Solar SpA.;Parque Solar San Antonio;Solar;12;9.0;13
Región de Atacama;Vallenar;AMALTEA SpA;Parque Fotovoltaico Zorzalito;Solar;9;10.87;16
Región de Los Lagos;Ancud;Oxypora SpA;PMGD Eólico Oxypora;Eólica;11.7;9.0;12
Región de Valparaíso;Llay Llay;PV Power Chile SpA;Parque Fotovoltaico Valparaíso;Solar;7.5;7.01568;2
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;GR Cerro Castillo SpA;Planta Fotovoltaica Punta de Cortés;Solar;22.2;10.415;6
Región del Libertador Gral. Bernardo O’Higgins;Litueche;MVC SOLAR 31 SpA;Parque Fotovoltaico El Cuzco;Solar;11;11.0;6
Región del Biobío;Tucapel;PV Power Chile SpA;Parque Fotovoltaico Trupán;Solar;7;7.016;9
Región de Antofagasta;Antofagasta;Don Esteban SpA;Parque Solar Fotovoltaico Don Esteban;Solar;9.5;12.5;7
Región del Maule;Colbún;MAUI SOLAR SpA;Nueva Central Solar Fotovoltaica MAUI;Solar;10.6;9.0;13
Región de Atacama;Copiapó;PFV EL PITOTOY SPA;Parque Fotovoltaico El Pitotoy;Solar;72.6;30.0;16
Región de Valparaíso;San Felipe;PMGD Mauco SpA;Repotenciamiento Proyecto PMGD Mauco Solar II;Solar;2.4;3.02;2
Región de Valparaíso;Quillota;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Rautén;Solar;9;7.224;2
Región Metropolitana de Santiago;Til-Til;Grupotec Chile Spa;Parque Fotovoltaico Montenegro;Solar;10;11.52;1
Región de Valparaíso;El Quisco;Litoral Solar Spa;Parque Fotovoltaico Litoral Solar;Solar;10;12.0;2
Región de La Araucanía;Renaico;LUZ DE SOL 5 SPA;Parque Fotovoltaico La Tereña;Solar;10;11.016;14
Región de Ñuble;Yungay;Empresa Eléctrica Ciprés SpA.;Parque Solar Ciprés;Solar;7.4;9.02;3
Región de Tarapacá;Huara;GR Algarrobo SpA;Planta Fotovoltaica Zapiga;Solar;13.5;10.79;8
Región Metropolitana de Santiago;Padre Hurtado;ORION POWER S.A.;Parque Solar Fotovoltaico Las Violetas;Solar;20;5.37;1
Región Aisén del Gral.Carlos Ibáñez del Campo;Coyhaique;Empresa Eléctrica de Aisén S.A.;Ampliación Parque Eólico Alto Baguales;Eólica;30;32.2;10
Región de Los Lagos;Calbuco;Falúa SpA;PMGD Falúa;Eólica;16;21.6;12
Región de Antofagasta;Taltal;Parque Eólico Tal Tal S.A;Parque Fotovoltaico Taltal solar;Solar;350;317.0;7
Región de Antofagasta;Calama;Andes Mainstream SpA;Parque Fotovoltaico Terrazas;Solar;120;167.37;7
Región de Atacama;Freirina;Libertad SpA.;Planta Solar Fotovoltaica Libertad I y II;Solar;150;116.0;16
Región de Antofagasta;María Elena;Enel Green Power Chile Limitada;Modificación Proyecto Fotovoltaico Valle del Sol;Solar;170;188.0;7
Región Metropolitana de Santiago;Colina;Planta Solar Alvarado SpA;Planta Solar ALvarado;Solar;10;10.5;1
Región de Ñuble;Coihueco;SOL DEL SUR 26 SpA;Planta fotovoltaica Agrícola Josefina;Solar;9;9.0;3
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;ORION POWER S.A.;Parque Solar Fotovoltaico Quemados;Solar;12;8.5;6
Región del Maule;Molina;PFV La Molina Spa;Planta Fotovoltaica PARAGUAY;Solar;13;10.8;13
Región de Tarapacá;Huara;GR HUALO SPA;Parque Fotovoltaico Dolores;Solar;13.5;9.0;8
Región de Tarapacá;Pica-Pozo Almonte;ANDES GREEN ENERGY S.A.;GHUNGNAM KCS;Solar;2789.1;1032.0;8
Región Metropolitana de Santiago;Til-Til;Agrícola Tapial Limitada;ATLAS;Solar;400;195.0;1
Región de Antofagasta;Taltal;ENGIE Energía Chile S.A.;Parque Eólico Lomas de Taltal;Eólica;424;353.4;7
Región del Biobío;Curanilahue-Lebu;Parque Eólico Lebu Norte SpA;Parque Eólico Lebu Norte;Eólica;25;14.4;9
Región de Coquimbo;Ovalle;SANTA LUCIA SOLAR SPA;PMGD Santa Lucia Solar;Solar;12;10.7;15
Región del Libertador Gral. Bernardo O’Higgins;Graneros;PARQUE SOLAR BADAJOZ SPA;Parque Fotovoltaico Graneros;Solar;7;7.84;6
Región del Biobío;Los Angeles;wpd Chile SpA.;Parque Eólico Lomas de Duqueco;Eólica;200;58.8;9
Región del Biobío;Los Angeles;LUZ DE SOL 3 SPA;Parque Fotovoltaico San Antonio;Solar;10;11.016;9
Región de Antofagasta;Calama;Latorre Sunlight SpA;Parque Fotovoltaico Latorre Sunlight;Solar;10;15.25;7
Región del Maule;Cauquenes;SOCIEDAD ENERGIAS RENOVABLES EL BOLDO SPA;PMGD FV La Vendimia;Solar;9;10.416;13
Región de Valparaíso;Nogales;Grupo energy Lancuyen spa;Planta Solar Nogales;Solar;10;11.0;2
Región de Valparaíso;Puchuncaví-Quintero;Manarola SpA;Planta Fotovoltaica Manarola;Solar;19;14.77;2
Región de Los Lagos;Calbuco-Maullín;Engie Energía Chile S.A.;Parque Eólico Los Portones;Eólica;250;167.4;12
Región del Biobío;Mulchén;Parque Solar Altair SpA;Parque Solar Altair;Solar;9;10.87;9
Región de Valparaíso;El Tabo;Monza Solar SpA;Planta Fotovoltaica Monza Solar;Solar;25;10.16;2
Región de Atacama;Copiapó;INVERSIONES CANDELARIA SOLAR SPA;Parque Candelaria Solar;Solar;145;192.72;16
Región Metropolitana de Santiago;Colina;CVE Proyecto Ocho SpA;Ampliación Tauretes;Solar;3.1;3.36;1
Región de Los Ríos;Valdivia;ACCIONA ENERGÍA CHILE SpA;Parque Eólico Pililín;Eólica;110;51.0;4
Región de Antofagasta;Calama;ENGIE Energía Chile S.A.;Parque Eólico Vientos del Loa;Eólica;246;204.6;7
Región de Coquimbo;Coquimbo;Enlasa Energia S.A.;El cruce solar;Solar;12;13.24;15
Región de Tarapacá;Pozo Almonte;GENERADORA Y DISTRIBUIDORA DE ENERGÍA OXUM SPA;PARQUE SOLAR OXUM DEL TAMARUGAL;Solar;286.4;318.2;8
Región Metropolitana de Santiago;Lampa;CVE Proyecto Diecinueve SpA;Proyecto Parque Fotovoltaico Zeus Solar;Solar;12.8;12.77;1
Región de Coquimbo;Coquimbo;FOTOVOLTAICA FARO I SPA;Ampliación del Parque Fotovoltaico Faro de El Triunfo;Solar;3.5;3.8;15
Región de Atacama;Tierra Amarilla;Parque Solar Alianza SpA;Parque Fotovoltaico Alianza;Solar;10;10.66;16
Región del Libertador Gral. Bernardo O’Higgins;San Fernando;SOLAR TI TREINTA Y SIETE SPA;Parque Solar Aldebarán;Solar;6.5;7.34;6
Región de Atacama;Vallenar;Sol de Vallenar SPA;Parque Fotovoltaico Sol de Vallenar;Solar;620;308.7;16
Región de Valparaíso;Petorca;CVE Proyecto Nueve SpA;Parque Solar Esfena;Solar;8;6.0;2
Región de Valparaíso;San Felipe;GR Temo SpA;Planta Fotovoltaica El Almendral 9 MW;Solar;9.9;11.0;2
Región del Maule;Parral;CHUCAO SOLAR SPA;Parque Solar BESS Cuyumillaco;Solar;200;90.0;13
Región de Ñuble;Chillán;SANTA ELVIRA ENERGY SpA;La Palma Solar;Solar;12;9.0;3
Región de Los Lagos;Chonchi;Hidroeléctrica Dongo Spa;Captación Adicional Cheto para Mini Central de Pasada Hidroeléctrica Dongo SpA;Hidro;0.1;0.3;12
Región Metropolitana de Santiago;Curacaví;Casa Bermeja SpA;Nueva Central Solar Fotovoltaica Casabermeja;Solar;10.8;10.78;1
Región del Maule;Colbún;MVC SOLAR 24 SPA;Parque Fotovoltaico Curamachi;Solar;11;10.5;13
Región de Los Lagos;Osorno;Blue Light Energy SpA;Parque Solar Cañal Bajo;Solar;27;13.688;12
Región Metropolitana de Santiago;Curacaví;CVE PROYECTO CUARENTA SPA;Parque Fotovoltaico Valentina Solar;Solar;12;11.6;1
Región del Maule;Colbún;PFV LAS GOLONDRINAS SPA;Parque Fotovoltaico Las Golondrinas;Solar;12;12.0;13
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;ASESORÍAS E INVERSIONES EENGINE LIMITADA;Planta Fotovoltaica Portezuelo PMG;Solar;15;12.5;6
Región de Antofagasta;Calama;CAUCE SOLAR SpA;Parque Fotovoltaico Cauce Solar;Solar;12;9.0;7
Región de Atacama;Copiapó;Inca de Varas II SpA;Central Fotovoltaica Inca de Varas II;Solar;65;46.33;16
Región de Antofagasta;Antofagasta;SOCOMPA SOLAR SPA;Parque Fotovoltaico Socompa Solar;Solar;200;262.68;7
Región de Valparaíso;Rinconada;Inversiones Los Sauces SPA;Proyecto Fotovoltaico Libertadores;Solar;12;11.73;2
Región Metropolitana de Santiago;Til-Til;Diana Solar SpA;Parque Fotovoltaico Litre del Verano;Solar;15;10.75;1
Región de Valparaíso;San Antonio;Rimini Solar SpA;Planta Fotovoltaica Rimini Solar;Solar;11;11.7;2
Región del Maule;Teno;Torino Solar SpA;Planta Fotovoltaica Torino Solar;Solar;15;11.33;13
Región de Ñuble;Chillán;Quilmo Solar SpA;Quilmo Solar;Solar;8;8.0;3
Región Metropolitana de Santiago;Lampa;PV Power Chile SpA;Parque Fotovoltaico Montaña;Solar;10.7;10.52;1
Región de Coquimbo;Coquimbo;FOTOVOLTAICA FARO I SPA;Parque Fotovoltaico Faro de El Triunfo;Solar;6;6.24;15
Región de Valparaíso;La Calera;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Charrabata;Solar;13.5;8.9832;2
Región del Maule;Constitución;PFV CORMORAN SPA;Parque Fotovoltaico Cormorán;Solar;66;24.0;13
Región de Antofagasta;Calama;Valle de las Estrellas Solar SpA;Parque Fotovoltaico con capacidad de almacenamiento Valle de las Estrellas;Solar;19.8;9.0;7
Región de Valparaíso;Puchuncaví-Quintero;Vernazza SpA;Planta Fotovoltaica Vernazza;Solar;285;152.97;2
Región Metropolitana de Santiago;San Pedro;ENERGÉTICA SOLAR EL MEMBRILLO SPA;Energética Solar El Membrillo;Solar;18;9.22;1
Región de Coquimbo;La Serena;PFV LAS TAGUAS SPA;Parque Fotovoltaico Las Taguas;Solar;12;12.0;15
Región de Coquimbo;Coquimbo-Andacollo;Quebrada del Sol SpA;Parque Fotovoltaico Antonia Solar;Solar;9.5;12.5;15
Región Metropolitana de Santiago;Maipú;Grupo Energy inversiones Spa;Planta Solar La Farfana;Solar;10;11.0;1
Región de La Araucanía;Cunco;Sociedad Hidroelectrica Santa Olga SpA;Minihidro Santa Olga;Hidro;36;17.9;14
Región Metropolitana de Santiago;Curacaví;Los Girasoles SpA;Repotenciamiento Proyecto PMGD Girasoles 2;Solar;1.8;2.04;1
Región de Magallanes y de la Antártica Chilena;Punta Arenas;Eólica Faro del Sur S.P.A;Parque Eólico Faro del Sur;Eólica;500;384.0;11
Región del Libertador Gral. Bernardo O’Higgins;Rancagua-Machalí;Sol del Cobre SG SpA;Parque Solar Sol del Cobre;Solar;30;22.0;6
Región Metropolitana de Santiago;San Pedro;GR Chaquihue SPA;Planta Fotovoltaica Santa Rosa;Solar;18;10.18;1
Región de Atacama;Chañaral;El Condor Solar SpA;PROYECTO FOTOVOLTAICO CONCORDE;Solar;9;7.45;16
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;El Parral Solar SpA;Parque Fotovoltaico El Parral Solar;Solar;10;10.52;6
Región de Ñuble;San Carlos;LUZ DE SOL 5 SPA;Parque Fotovoltaico Los Álamos;Solar;10;11.016;3
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;GR Lleuque SpA;Planta Fotovoltaica Cóndor;Solar;11.5;10.75;6
Región de Valparaíso;San Esteban;CVE Proyecto Siete SpA;Parque Solar Liquidambar;Solar;12;10.57;2
Región de Antofagasta;Taltal;GR Pan de Azúcar SpA;Planta Fotovoltaica Chungungo;Solar;9.9;10.83;7
Región de Valparaíso;San Antonio;PSF Guanay SpA;Proyecto Solar Fotovoltaico Guanay;Solar;160;120.0;2
Región Metropolitana de Santiago;Til-Til;PSF DON HUMBERTO SPA;Proyecto Solar Fotovoltaico Don Humberto;Solar;75;99.61;1
Región de Valparaíso;Cartagena;CVE Treinta y Cinco SpA;Ceres Solar;Solar;12;12.66;2
Región de Atacama;Chañaral;Chungungo Solar SpA;Proyecto Fotovoltaico Covadonga;Solar;12;10.92;16
Región de Ñuble;Ninhue;Solek Chile Services SpA;Parque Fotovoltaico Santa Bárbara;Solar;10;10.66;3
Región de La Araucanía;Curacautín;Energía hueñivales SpA;CENTRAL HIDROELÉCTRICA HUEÑIVALES;Hidro;47.5;15.0;14
Región de La Araucanía;Victoria;VASKAN SOLAR SPA;Planta Solar Mingorria;Solar;5;8.085;14
Región de Valparaíso;Limache;PFV Limachino III SpA;Parque Fotovoltaico Limachino III;Solar;15;7.14;2
Región de Ñuble;Bulnes;LUZ DE SOL 5 SPA;Parque Fotovoltaico El Alba;Solar;10;11.016;3
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;PFV AYLA SOLAR SPA;Parque Fotovoltaico Ayla Solar;Solar;12;11.47;6
Región Aisén del Gral.Carlos Ibáñez del Campo;Chile Chico;Empresa Eléctrica de Aisén S.A.;Minicentral Hidroeléctrica de pasada Los Maquis;Hidro;12;1.0;10
Región de Atacama;Freirina;Parque Eólico Atacama SpA;Parque Eólico Atacama;Eólica;128.4;180.0;16
Región de Los Lagos;Puerto Varas-Los Muermos-Llanquihue;Alto Los Muermos;Parque Eólico Alto Los Muermos;Eólica;1000;430.0;12
Región de Coquimbo;Ovalle;Soles Del Norte SpA;PARQUE FOTOVOLTAICO SOLES DEL NORTE;Solar;228.5;130.5;15
Región de Antofagasta;Taltal;Parque Eólico Antofagasta SpA;Modificación de la Etapa II del Parque Eólico Antofagasta;Eólica;671.7;462.0;7
Región de Atacama;Copiapó;TOLEDO SOLAR SPA;Parque Fotovoltaico Toledo;Solar;12;12.5;16
Región de Arica y Parinacota;Arica;PV Power Chile SpA;Parque Fotovoltaico Chinchorro;Solar;10.7;10.52;5
Región de Tarapacá;Pozo Almonte;Colbún S.A.;Planta Fotovoltaica Jardín Solar;Solar;430;610.0;8
Región Metropolitana de Santiago;Alhué;Alhué Sunlight SpA;Parque Fotovoltaico Alhue Sunlight;Solar;10;11.17;1
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;FOTOVOLTAICA RAULÍ SpA;Rinconada de Alcones;Solar;15;9.99;6
Región del Biobío;Santa Bárbara;Compañía Eléctrica Los Morros S. A.;Pequeña Hidroeléctrica de Pasada Huequecura;Hidro;9.7;3.3;9
Región Metropolitana de Santiago;Colina;Solar Ti Cincuenta y Siete SpA;Parque Fotovoltaico Amuleto;Solar;12;11.4;1
Región de Valparaíso;Quillota;Porota Solar SpA;Porota Solar;Solar;6;6.295;2
Región de Los Lagos;Osorno;Blue Light Energy SpA;Parque Solar Pampa Alegre;Solar;31;15.698;12
Región de Valparaíso;Calle Larga;ECOINVERSOL CHILE SPA;Planta Fotovltaica Los Troncos;Solar;7;3.7;2
Región Metropolitana de Santiago;Melipilla;MANDINGA SOLAR SPA;Nueva Central Solar Fotovoltaica Mandinga;Solar;9.6;9.608;1
Región de Coquimbo;Ovalle;Blue Solar Dos SpA;Parque Solar Las Mercedes;Solar;9.4;10.49;15
Región de Antofagasta;Mejillones;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Pudu;Solar;13.5;10.79;7
Región de Atacama;Copiapó;CORSO SOLAR SPA;Parque Fotovoltaico Corso;Solar;12;9.0;16
