Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Latitud;Longitud;Plazo;NumeroBanda;Transmision
Región del Maule;NA;Titular2256;Nombre2256;Solar;0.264;10.53;NA;NA;2;710;735
Región del Maule;NA;Titular2257;Nombre2257;Solar;0.2568;10.52;NA;NA;2;730;713
Región del Maule;NA;Titular2258;Nombre2258;Solar;0.2256;10.49;NA;NA;5;748;715
Región del Maule;NA;Titular2259;Nombre2259;Solar;0.204;8.93;NA;NA;5;722;722
Región del Maule;NA;Titular2260;Nombre2260;Solar;2.64;128.38;NA;NA;3;729;728
Región del Maule;NA;Titular2261;Nombre2261;Solar;0.216;10.62;NA;NA;2;733;741
Región del Maule;NA;Titular2262;Nombre2262;Solar;0.288;9;NA;NA;3;725;725
Región del Maule;NA;Titular2263;Nombre2263;Solar;0.2568;10.66;NA;NA;5;746;710
Región del Maule;NA;Titular2264;Nombre2264;Solar;0.2568;10.52;NA;NA;3;733;722
Región del Maule;NA;Titular2265;Nombre2265;Solar;0.24;10.5;NA;NA;5;708;735
Región del Maule;NA;Titular2266;Nombre2266;Solar;0.264;11;NA;NA;3;723;705
Región del Maule;NA;Titular2267;Nombre2267;Solar;0.264;9;NA;NA;5;710;728
Región del Maule;NA;Titular2268;Nombre2268;Solar;2.112;90;NA;NA;2;743;720
Región del Maule;NA;Titular2269;Nombre2269;Solar;0.24;13.12;NA;NA;4;718;741
Región del Maule;NA;Titular2270;Nombre2270;Solar;0.24;11.44;NA;NA;2;738;749
Región del Maule;NA;Titular2271;Nombre2271;Solar;0.216;10.62;NA;NA;3;712;736
Región del Maule;NA;Titular2272;Nombre2272;Solar;0.288;12;NA;NA;5;708;709
Región del Maule;NA;Titular2273;Nombre2273;Solar;0.24;7.5;NA;NA;5;742;735
Región del Maule;NA;Titular2274;Nombre2274;Solar;1.584;24;NA;NA;5;741;723
Región del Maule;NA;Titular2275;Nombre2275;Solar;10.08;455;NA;NA;2;707;750
Región del Maule;NA;Titular2276;Nombre2276;Solar;0.288;12;NA;NA;4;721;734
Región del Maule;NA;Titular2277;Nombre2277;Solar;0.288;11.7;NA;NA;3;741;729
Región del Maule;NA;Titular2278;Nombre2278;Solar;0.264;11.016;NA;NA;2;735;741
Región del Maule;NA;Titular2279;Nombre2279;Solar;0.204;8.93;NA;NA;3;743;704
Región del Maule;NA;Titular2280;Nombre2280;Solar;3.12;90;NA;NA;5;717;708
Región del Maule;NA;Titular2281;Nombre2281;Solar;1.584;24;NA;NA;5;703;747
Región del Maule;NA;Titular2282;Nombre2282;Solar;0.2112;10.83;NA;NA;4;730;742
Región del Maule;NA;Titular2283;Nombre2283;Solar;0.24;10.025;NA;NA;5;746;734
Región del Maule;NA;Titular2284;Nombre2284;Solar;4.8;90;NA;NA;5;747;713
Región del Maule;NA;Titular2285;Nombre2285;Solar;1.584;29;NA;NA;2;718;744
Región del Maule;NA;Titular2286;Nombre2286;Solar;0.288;12;NA;NA;2;727;716
Región del Maule;NA;Titular2287;Nombre2287;Solar;0.288;12;NA;NA;5;744;714
Región del Maule;NA;Titular2288;Nombre2288;Solar;0.24;10.5;NA;NA;4;749;747
Región del Maule;NA;Titular2289;Nombre2289;Solar;0.264;11;NA;NA;3;709;721
Región del Maule;NA;Titular2290;Nombre2290;Solar;0.24;10.5;NA;NA;5;716;703
Región del Maule;NA;Titular2291;Nombre2291;Solar;0.288;12;NA;NA;2;715;741
Región del Maule;NA;Titular2292;Nombre2292;Solar;0.2112;10.83;NA;NA;4;720;717
Región del Maule;NA;Titular2293;Nombre2293;Solar;0.288;9;NA;NA;3;745;730
Región del Maule;NA;Titular2294;Nombre2294;Solar;0.1176;6.02;NA;NA;5;703;731
Región del Maule;NA;Titular2295;Nombre2295;Solar;0.792;48.2;NA;NA;2;703;727
Región del Maule;NA;Titular2296;Nombre2296;Solar;0.36;11.33;NA;NA;5;717;750
Región del Maule;NA;Titular2297;Nombre2297;Solar;0.288;12;NA;NA;2;719;739
Región del Maule;NA;Titular2298;Nombre2298;Solar;2.4;100;NA;NA;4;724;738
Región del Maule;NA;Titular2299;Nombre2299;Solar;0.24;7.5;NA;NA;4;714;730
Región del Maule;NA;Titular2300;Nombre2300;Solar;0.288;12;NA;NA;2;732;739
Región del Maule;NA;Titular2301;Nombre2301;Solar;0.2448;10.77;NA;NA;5;750;725
Región del Maule;NA;Titular2302;Nombre2302;Solar;0.312;9;NA;NA;3;723;735
Región del Maule;NA;Titular2303;Nombre2303;Solar;0.24;11.44;NA;NA;5;749;746
Región del Maule;NA;Titular2304;Nombre2304;Solar;0.216;10.67;NA;NA;4;711;706
Región del Maule;NA;Titular2305;Nombre2305;Solar;0.2256;10.49;NA;NA;3;741;735
Región del Maule;NA;Titular2306;Nombre2306;Solar;0.216;10.416;NA;NA;2;706;709
Región del Maule;NA;Titular2307;Nombre2307;Solar;3.6;144.189;NA;NA;5;708;744
Región del Maule;NA;Titular2308;Nombre2308;Solar;0.24;10.66;NA;NA;4;736;719
Región del Maule;NA;Titular2309;Nombre2309;Solar;4.92;239.28;NA;NA;3;731;721
Región del Maule;NA;Titular2310;Nombre2310;Solar;0.264;11.016;NA;NA;3;747;741
Región del Maule;NA;Titular2311;Nombre2311;Solar;2.112;90;NA;NA;5;703;722
Región del Maule;NA;Titular2312;Nombre2312;Solar;0.216;10.6;NA;NA;4;719;703
Región del Maule;NA;Titular2313;Nombre2313;Solar;0.2568;10.66;NA;NA;2;737;722
Región del Maule;NA;Titular2314;Nombre2314;Solar;0.2904;10.78;NA;NA;5;710;741
Región del Maule;NA;Titular2315;Nombre2315;Solar;0.2568;10.66;NA;NA;2;737;715
Región del Maule;NA;Titular2316;Nombre2316;Solar;0.324;10.785;NA;NA;2;734;730
Región del Maule;NA;Titular2317;Nombre2317;Solar;0.264;11;NA;NA;5;706;704
Región del Maule;NA;Titular2318;Nombre2318;Solar;0.288;12;NA;NA;4;722;730
Región del Maule;NA;Titular2319;Nombre2319;Solar;0.2016;8.4;NA;NA;5;701;731
Región del Maule;NA;Titular2320;Nombre2320;Solar;0.2928;10.178;NA;NA;5;718;727
Región del Maule;NA;Titular2321;Nombre2321;Solar;9.12;497;NA;NA;3;741;714
Región del Maule;NA;Titular2322;Nombre2322;Solar;0.2928;12.23;NA;NA;3;709;745
Región del Maule;NA;Titular2323;Nombre2323;Solar;0.36;9.99;NA;NA;5;718;718
Región del Maule;NA;Titular2324;Nombre2324;Solar;0.288;12;NA;NA;5;743;725
Región del Maule;NA;Titular2325;Nombre2325;Solar;0.216;10.6;NA;NA;2;708;701
Región del Maule;NA;Titular2326;Nombre2326;Solar;0.18;7.01;NA;NA;3;736;749
Región del Maule;NA;Titular2327;Nombre2327;Solar;0.24;11;NA;NA;5;705;726
Región del Maule;NA;Titular2328;Nombre2328;Solar;0.048;2.2;NA;NA;4;737;728
Región del Maule;NA;Titular2329;Nombre2329;Solar;0.2256;10.49;NA;NA;2;726;723
Región del Maule;NA;Titular2330;Nombre2330;Solar;0.24;10.6;NA;NA;3;742;704
Región del Maule;NA;Titular2331;Nombre2331;Solar;0.288;12;NA;NA;4;732;746
Región del Maule;NA;Titular2332;Nombre2332;Solar;0.1848;9.3;NA;NA;5;717;739
Región del Maule;NA;Titular2333;Nombre2333;Solar;0.24;11;NA;NA;5;716;750
Región del Maule;NA;Titular2334;Nombre2334;Solar;2.64;128.38;NA;NA;5;743;704
Región del Maule;NA;Titular2335;Nombre2335;Solar;0.312;10.85;NA;NA;5;746;716
Región del Maule;NA;Titular2336;Nombre2336;Solar;0.156;6.5;NA;NA;5;710;726
Región del Maule;NA;Titular2337;Nombre2337;Solar;0.36;9.99;NA;NA;4;722;702
Región del Maule;NA;Titular2338;Nombre2338;Solar;0.1176;6.02;NA;NA;4;737;714
Región del Maule;NA;Titular2339;Nombre2339;Solar;0.2256;10.49;NA;NA;2;745;744
Región del Maule;NA;Titular2340;Nombre2340;Solar;0.216;10.67;NA;NA;3;746;709
Región del Maule;NA;Titular2341;Nombre2341;Solar;0.216;8.208;NA;NA;4;717;720
Región del Maule;NA;Titular2342;Nombre2342;Solar;0.288;12;NA;NA;2;738;743
Región del Maule;NA;Titular2343;Nombre2343;Solar;0.2568;10.66;NA;NA;4;732;734
Región del Maule;NA;Titular2344;Nombre2344;Solar;0.36;9.99;NA;NA;4;714;704
Región del Maule;NA;Titular2345;Nombre2345;Solar;1.92;110.24;NA;NA;4;726;736
Región del Maule;NA;Titular2346;Nombre2346;Solar;0.216;10.416;NA;NA;5;725;749
Región del Maule;NA;Titular2347;Nombre2347;Solar;4.452;91.01;NA;NA;4;723;730
Región del Maule;NA;Titular2348;Nombre2348;Solar;0.2904;10.78;NA;NA;2;750;742
Región del Maule;NA;Titular2349;Nombre2349;Solar;0.216;10.6;NA;NA;3;729;716
Región del Maule;NA;Titular2350;Nombre2350;Solar;0.2544;9;NA;NA;4;709;708
Región del Maule;NA;Titular2351;Nombre2351;Solar;0.792;48.2;NA;NA;5;701;705
Región del Maule;NA;Titular2352;Nombre2352;Solar;0.2448;10.77;NA;NA;4;714;701
Región del Maule;NA;Titular2353;Nombre2353;Solar;0.2928;10.178;NA;NA;5;740;717
Región del Maule;NA;Titular2354;Nombre2354;Solar;0.288;9;NA;NA;5;732;710
Región del Maule;NA;Titular2355;Nombre2355;Solar;0.156;6.5;NA;NA;5;740;728
Región del Maule;NA;Titular2356;Nombre2356;Solar;0.24;10.8;NA;NA;5;741;712
Región del Maule;NA;Titular2357;Nombre2357;Solar;1.584;24;NA;NA;3;705;737
Región del Maule;NA;Titular2358;Nombre2358;Solar;0.276;10.75;NA;NA;4;740;745
Región del Maule;NA;Titular2359;Nombre2359;Solar;0.288;12;NA;NA;4;739;703
Región del Maule;NA;Titular2360;Nombre2360;Solar;0.24;9;NA;NA;2;737;722
Región del Maule;NA;Titular2361;Nombre2361;Solar;0.24;10.5;NA;NA;3;712;716
Región del Maule;NA;Titular2362;Nombre2362;Solar;3.12;90;NA;NA;2;724;730
Región del Maule;NA;Titular2363;Nombre2363;Solar;0.2256;10.49;NA;NA;5;725;712
Región del Maule;NA;Titular2364;Nombre2364;Solar;0.288;7.1;NA;NA;4;732;745
Región del Maule;NA;Titular2365;Nombre2365;Solar;0.288;9.072;NA;NA;5;709;713
Región del Maule;NA;Titular2366;Nombre2366;Solar;0.24;10.53;NA;NA;5;735;721
Región del Maule;NA;Titular2367;Nombre2367;Solar;0.324;9;NA;NA;5;706;720
Región del Maule;NA;Titular2368;Nombre2368;Solar;0.216;7.7;NA;NA;3;722;722
Región del Maule;NA;Titular2369;Nombre2369;Solar;0.144;6.99;NA;NA;2;737;719
Región del Maule;NA;Titular2370;Nombre2370;Solar;0.288;12;NA;NA;4;726;705
Región del Maule;NA;Titular2371;Nombre2371;Solar;0.204;8.93;NA;NA;5;750;730
Región del Maule;NA;Titular2372;Nombre2372;Solar;0.216;10.6;NA;NA;3;717;722
Región del Maule;NA;Titular2373;Nombre2373;Solar;0.312;9;NA;NA;5;726;743
Región del Maule;NA;Titular2374;Nombre2374;Solar;0.792;48.2;NA;NA;5;704;733
Región del Maule;NA;Titular2375;Nombre2375;Solar;2.112;90;NA;NA;5;711;727
Región del Maule;NA;Titular2376;Nombre2376;Solar;0.288;9;NA;NA;3;743;723
Región Metropolitana de Santiago;NA;Titular2377;Nombre2377;Solar;0.24;11;NA;NA;4;768;763
Región Metropolitana de Santiago;NA;Titular2378;Nombre2378;Solar;0.264;11.898;NA;NA;3;782;756
Región Metropolitana de Santiago;NA;Titular2379;Nombre2379;Solar;0.24;10.32;NA;NA;4;791;758
Región Metropolitana de Santiago;NA;Titular2380;Nombre2380;Solar;0.48;15.68;NA;NA;5;799;780
Región Metropolitana de Santiago;NA;Titular2381;Nombre2381;Solar;0.1104;3.5;NA;NA;2;799;796
Región Metropolitana de Santiago;NA;Titular2382;Nombre2382;Solar;0.1488;6.01;NA;NA;4;752;772
Región Metropolitana de Santiago;NA;Titular2383;Nombre2383;Solar;0.204;10.8;NA;NA;4;784;777
Región Metropolitana de Santiago;NA;Titular2384;Nombre2384;Solar;0.288;12.44;NA;NA;3;772;759
Región Metropolitana de Santiago;NA;Titular2385;Nombre2385;Solar;0.204;10.8;NA;NA;2;792;778
Región Metropolitana de Santiago;NA;Titular2386;Nombre2386;Solar;0.36;9.9;NA;NA;3;758;790
Región Metropolitana de Santiago;NA;Titular2387;Nombre2387;Solar;0.2448;10.81;NA;NA;2;777;771
Región Metropolitana de Santiago;NA;Titular2388;Nombre2388;Solar;0.288;12.5;NA;NA;5;754;780
Región Metropolitana de Santiago;NA;Titular2389;Nombre2389;Solar;0.2448;10.8;NA;NA;2;798;779
Región Metropolitana de Santiago;NA;Titular2390;Nombre2390;Solar;0.2448;10.75;NA;NA;5;758;776
Región Metropolitana de Santiago;NA;Titular2391;Nombre2391;Solar;0.1872;12.4;NA;NA;2;788;775
Región Metropolitana de Santiago;NA;Titular2392;Nombre2392;Solar;0.264;11.898;NA;NA;5;777;760
Región Metropolitana de Santiago;NA;Titular2393;Nombre2393;Solar;9.6;195;NA;NA;5;765;757
Región Metropolitana de Santiago;NA;Titular2394;Nombre2394;Solar;0.48;15.68;NA;NA;5;769;766
Región Metropolitana de Santiago;NA;Titular2395;Nombre2395;Solar;0.288;20.14;NA;NA;2;772;800
Región Metropolitana de Santiago;NA;Titular2396;Nombre2396;Solar;0.2088;6;NA;NA;5;789;759
Región Metropolitana de Santiago;NA;Titular2397;Nombre2397;Solar;4.32;235.9;NA;NA;2;779;776
Región Metropolitana de Santiago;NA;Titular2398;Nombre2398;Solar;0.24;6.014;NA;NA;4;785;756
Región Metropolitana de Santiago;NA;Titular2399;Nombre2399;Solar;1.056;66;NA;NA;3;783;789
Región Metropolitana de Santiago;NA;Titular2400;Nombre2400;Solar;0.24;11;NA;NA;4;784;795
Región Metropolitana de Santiago;NA;Titular2401;Nombre2401;Solar;0.288;8.4;NA;NA;5;783;779
Región Metropolitana de Santiago;NA;Titular2402;Nombre2402;Solar;0.2568;10.64;NA;NA;3;792;765
Región Metropolitana de Santiago;NA;Titular2403;Nombre2403;Solar;0.2088;6;NA;NA;3;790;774
Región Metropolitana de Santiago;NA;Titular2404;Nombre2404;Solar;0.2448;10.75;NA;NA;3;787;763
Región Metropolitana de Santiago;NA;Titular2405;Nombre2405;Solar;0.288;12.15;NA;NA;3;786;779
Región Metropolitana de Santiago;NA;Titular2406;Nombre2406;Solar;0.264;10.192;NA;NA;5;752;770
Región Metropolitana de Santiago;NA;Titular2407;Nombre2407;Solar;0.24;10.01;NA;NA;4;784;794
Región Metropolitana de Santiago;NA;Titular2408;Nombre2408;Solar;0.2448;10.81;NA;NA;4;764;758
Región Metropolitana de Santiago;NA;Titular2409;Nombre2409;Solar;0.336;11.49;NA;NA;5;785;777
Región Metropolitana de Santiago;NA;Titular2410;Nombre2410;Solar;0.2448;10.8;NA;NA;5;766;800
Región Metropolitana de Santiago;NA;Titular2411;Nombre2411;Solar;0.288;11.3;NA;NA;4;752;786
Región Metropolitana de Santiago;NA;Titular2412;Nombre2412;Solar;0.24;6.014;NA;NA;4;797;791
Región Metropolitana de Santiago;NA;Titular2413;Nombre2413;Solar;3.6;152.61;NA;NA;3;760;783
Región Metropolitana de Santiago;NA;Titular2414;Nombre2414;Solar;0.24;11;NA;NA;2;791;800
Región Metropolitana de Santiago;NA;Titular2415;Nombre2415;Solar;0.2448;10.81;NA;NA;5;775;799
Región Metropolitana de Santiago;NA;Titular2416;Nombre2416;Solar;0.288;12.43;NA;NA;5;773;755
Región Metropolitana de Santiago;NA;Titular2417;Nombre2417;Solar;0.36;7;NA;NA;5;761;768
Región Metropolitana de Santiago;NA;Titular2418;Nombre2418;Solar;0.24;11.115;NA;NA;3;763;796
Región Metropolitana de Santiago;NA;Titular2419;Nombre2419;Solar;0.24;14.97;NA;NA;3;763;795
Región Metropolitana de Santiago;NA;Titular2420;Nombre2420;Solar;0.2928;12.16;NA;NA;5;777;757
Región Metropolitana de Santiago;NA;Titular2421;Nombre2421;Solar;0.3072;12.77;NA;NA;5;778;794
Región Metropolitana de Santiago;NA;Titular2422;Nombre2422;Solar;0.288;12.5;NA;NA;2;777;788
Región Metropolitana de Santiago;NA;Titular2423;Nombre2423;Solar;0.336;11.49;NA;NA;4;758;765
Región Metropolitana de Santiago;NA;Titular2424;Nombre2424;Solar;0.0744;3.36;NA;NA;5;767;777
Región Metropolitana de Santiago;NA;Titular2425;Nombre2425;Solar;0.2568;10.52;NA;NA;4;764;751
Región Metropolitana de Santiago;NA;Titular2426;Nombre2426;Solar;0.24;11;NA;NA;4;762;763
Región Metropolitana de Santiago;NA;Titular2427;Nombre2427;Solar;0.456;14.57;NA;NA;4;797;752
Región Metropolitana de Santiago;NA;Titular2428;Nombre2428;Solar;3.84;108.4;NA;NA;5;752;783
Región Metropolitana de Santiago;NA;Titular2429;Nombre2429;Solar;0.1488;6.01;NA;NA;4;777;772
Región Metropolitana de Santiago;NA;Titular2430;Nombre2430;Solar;0.24;10.66;NA;NA;4;790;754
Región Metropolitana de Santiago;NA;Titular2431;Nombre2431;Solar;0.432;9.22;NA;NA;4;795;798
Región Metropolitana de Santiago;NA;Titular2432;Nombre2432;Solar;0.1944;5.85;NA;NA;3;764;769
Región Metropolitana de Santiago;NA;Titular2433;Nombre2433;Solar;0.24;11.64;NA;NA;4;752;778
Región Metropolitana de Santiago;NA;Titular2434;Nombre2434;Solar;0.168;6.76;NA;NA;4;753;760
Región Metropolitana de Santiago;NA;Titular2435;Nombre2435;Solar;0.288;12.1;NA;NA;4;766;752
Región Metropolitana de Santiago;NA;Titular2436;Nombre2436;Solar;0.24;10.32;NA;NA;4;760;787
Región Metropolitana de Santiago;NA;Titular2437;Nombre2437;Solar;0.288;11.42;NA;NA;4;792;777
Región Metropolitana de Santiago;NA;Titular2438;Nombre2438;Solar;3.84;108.4;NA;NA;5;796;770
Región Metropolitana de Santiago;NA;Titular2439;Nombre2439;Solar;0.1944;5.85;NA;NA;2;781;764
Región Metropolitana de Santiago;NA;Titular2440;Nombre2440;Solar;0.2568;10.64;NA;NA;5;757;764
Región Metropolitana de Santiago;NA;Titular2441;Nombre2441;Solar;0.264;10.66;NA;NA;3;788;756
Región Metropolitana de Santiago;NA;Titular2442;Nombre2442;Solar;0.24;10.01;NA;NA;3;795;787
Región Metropolitana de Santiago;NA;Titular2443;Nombre2443;Solar;0.2736;11.82;NA;NA;4;763;768
Región Metropolitana de Santiago;NA;Titular2444;Nombre2444;Solar;0.24;11;NA;NA;2;791;751
Región Metropolitana de Santiago;NA;Titular2445;Nombre2445;Solar;0.288;12.11;NA;NA;4;777;769
Región Metropolitana de Santiago;NA;Titular2446;Nombre2446;Solar;0.6;10.72;NA;NA;4;775;766
Región Metropolitana de Santiago;NA;Titular2447;Nombre2447;Solar;3.84;115.81;NA;NA;5;786;785
Región Metropolitana de Santiago;NA;Titular2448;Nombre2448;Solar;0.2568;10.52;NA;NA;5;767;789
Región Metropolitana de Santiago;NA;Titular2449;Nombre2449;Solar;0.2952;10.81;NA;NA;4;787;784
Región Metropolitana de Santiago;NA;Titular2450;Nombre2450;Solar;0.2568;10.52;NA;NA;4;770;796
Región Metropolitana de Santiago;NA;Titular2451;Nombre2451;Solar;0.0744;3.36;NA;NA;5;763;794
Región Metropolitana de Santiago;NA;Titular2452;Nombre2452;Solar;0.24;11;NA;NA;2;780;793
Región Metropolitana de Santiago;NA;Titular2453;Nombre2453;Solar;0.3072;12.77;NA;NA;3;785;759
Región Metropolitana de Santiago;NA;Titular2454;Nombre2454;Solar;0.24;14.97;NA;NA;3;773;773
Región Metropolitana de Santiago;NA;Titular2455;Nombre2455;Solar;0.1584;7.24;NA;NA;2;756;755
Región Metropolitana de Santiago;NA;Titular2456;Nombre2456;Solar;0.288;20.14;NA;NA;5;791;781
Región Metropolitana de Santiago;NA;Titular2457;Nombre2457;Solar;0.2088;6;NA;NA;4;790;774
Región Metropolitana de Santiago;NA;Titular2458;Nombre2458;Solar;0.6192;21.52;NA;NA;2;796;771
Región Metropolitana de Santiago;NA;Titular2459;Nombre2459;Solar;7.56;190.09;NA;NA;5;767;778
Región Metropolitana de Santiago;NA;Titular2460;Nombre2460;Solar;0.24;11;NA;NA;5;780;760
Región Metropolitana de Santiago;NA;Titular2461;Nombre2461;Solar;0.24;11;NA;NA;4;799;781
Región Metropolitana de Santiago;NA;Titular2462;Nombre2462;Solar;0.456;14.57;NA;NA;5;762;793
Región Metropolitana de Santiago;NA;Titular2463;Nombre2463;Solar;0.24;9.98;NA;NA;3;770;791
Región Metropolitana de Santiago;NA;Titular2464;Nombre2464;Solar;0.228;6.605;NA;NA;3;773;800
Región Metropolitana de Santiago;NA;Titular2465;Nombre2465;Solar;0.1944;5.85;NA;NA;2;795;779
Región Metropolitana de Santiago;NA;Titular2466;Nombre2466;Solar;0.24;11;NA;NA;4;779;751
Región Metropolitana de Santiago;NA;Titular2467;Nombre2467;Solar;9.6;195;NA;NA;2;754;793
Región Metropolitana de Santiago;NA;Titular2468;Nombre2468;Solar;0.1584;6.69;NA;NA;3;760;756
Región Metropolitana de Santiago;NA;Titular2469;Nombre2469;Solar;0.264;10.13;NA;NA;4;795;794
Región Metropolitana de Santiago;NA;Titular2470;Nombre2470;Solar;0.24;11;NA;NA;2;772;790
Región Metropolitana de Santiago;NA;Titular2471;Nombre2471;Solar;0.24;11;NA;NA;5;797;756
Región Metropolitana de Santiago;NA;Titular2472;Nombre2472;Solar;0.24;11.115;NA;NA;3;752;758
Región Metropolitana de Santiago;NA;Titular2473;Nombre2473;Solar;0.432;9.22;NA;NA;3;782;790
Región Metropolitana de Santiago;NA;Titular2474;Nombre2474;Solar;0.276;9;NA;NA;3;762;799
Región Metropolitana de Santiago;NA;Titular2475;Nombre2475;Solar;0.36;9.9;NA;NA;4;783;784
Región Metropolitana de Santiago;NA;Titular2476;Nombre2476;Solar;0.288;10.4;NA;NA;2;788;780
Región Metropolitana de Santiago;NA;Titular2477;Nombre2477;Solar;2.88;120;NA;NA;2;757;758
Región Metropolitana de Santiago;NA;Titular2478;Nombre2478;Solar;0.324;10.79;NA;NA;3;751;772
Región Metropolitana de Santiago;NA;Titular2479;Nombre2479;Solar;0.24;11;NA;NA;5;767;794
Región Metropolitana de Santiago;NA;Titular2480;Nombre2480;Solar;0.24;9.68;NA;NA;3;798;776
Región Metropolitana de Santiago;NA;Titular2481;Nombre2481;Solar;0.24;9.98;NA;NA;3;799;767
Región Metropolitana de Santiago;NA;Titular2482;Nombre2482;Solar;0.2448;10.81;NA;NA;3;768;776
Región Metropolitana de Santiago;NA;Titular2483;Nombre2483;Solar;0.288;12.44;NA;NA;3;760;769
Región Metropolitana de Santiago;NA;Titular2484;Nombre2484;Solar;0.24;9.98;NA;NA;3;791;793
Región Metropolitana de Santiago;NA;Titular2485;Nombre2485;Solar;0.2448;10.75;NA;NA;3;754;782
Región Metropolitana de Santiago;NA;Titular2486;Nombre2486;Solar;0.2592;10.78;NA;NA;4;776;783
Región Metropolitana de Santiago;NA;Titular2487;Nombre2487;Solar;0.24;11;NA;NA;3;774;768
Región Metropolitana de Santiago;NA;Titular2488;Nombre2488;Solar;0.24;11;NA;NA;2;794;784
Región Metropolitana de Santiago;NA;Titular2489;Nombre2489;Solar;0.24;11.52;NA;NA;3;786;765
Región Metropolitana de Santiago;NA;Titular2490;Nombre2490;Solar;0.324;10.79;NA;NA;3;763;771
Región Metropolitana de Santiago;NA;Titular2491;Nombre2491;Solar;0.36;10.75;NA;NA;4;790;773
Región Metropolitana de Santiago;NA;Titular2492;Nombre2492;Solar;0.432;9.22;NA;NA;3;785;751
Región Metropolitana de Santiago;NA;Titular2493;Nombre2493;Solar;0.168;7.73;NA;NA;5;779;792
Región Metropolitana de Santiago;NA;Titular2494;Nombre2494;Solar;0.432;10.18;NA;NA;5;771;789
Región Metropolitana de Santiago;NA;Titular2495;Nombre2495;Solar;0.2952;10.81;NA;NA;5;776;774
Región Metropolitana de Santiago;NA;Titular2496;Nombre2496;Solar;0.1728;7.204;NA;NA;4;772;763
Región Metropolitana de Santiago;NA;Titular2497;Nombre2497;Solar;0.288;10.4;NA;NA;5;764;761
Región Metropolitana de Santiago;NA;Titular2498;Nombre2498;Solar;0.24;11.115;NA;NA;2;768;774
Región Metropolitana de Santiago;NA;Titular2499;Nombre2499;Solar;0.324;10.79;NA;NA;5;787;798
Región Metropolitana de Santiago;NA;Titular2500;Nombre2500;Solar;0.1584;8.066;NA;NA;4;794;769
Región Metropolitana de Santiago;NA;Titular2501;Nombre2501;Solar;0.24;11;NA;NA;3;764;767
Región Metropolitana de Santiago;NA;Titular2502;Nombre2502;Solar;0.3096;9;NA;NA;4;788;768
Región Metropolitana de Santiago;NA;Titular2503;Nombre2503;Solar;0.3072;12.77;NA;NA;4;793;755
Región Metropolitana de Santiago;NA;Titular2504;Nombre2504;Solar;0.168;6.57;NA;NA;4;756;786
Región Metropolitana de Santiago;NA;Titular2505;Nombre2505;Solar;0.24;11;NA;NA;4;799;796
Región Metropolitana de Santiago;NA;Titular2506;Nombre2506;Solar;0.24;11;NA;NA;3;752;760
Región Metropolitana de Santiago;NA;Titular2507;Nombre2507;Solar;0.24;11;NA;NA;3;790;778
Región Metropolitana de Santiago;NA;Titular2508;Nombre2508;Solar;0.24;11;NA;NA;4;800;790
Región Metropolitana de Santiago;NA;Titular2509;Nombre2509;Solar;0.2496;10.36;NA;NA;3;787;795
Región Metropolitana de Santiago;NA;Titular2510;Nombre2510;Solar;0.24;11;NA;NA;3;799;771
Región Metropolitana de Santiago;NA;Titular2511;Nombre2511;Solar;0.288;8.4;NA;NA;5;798;793
Región Metropolitana de Santiago;NA;Titular2512;Nombre2512;Solar;0.24;10.66;NA;NA;2;793;781
Región Metropolitana de Santiago;NA;Titular2513;Nombre2513;Solar;0.24;10.66;NA;NA;3;793;752
Región Metropolitana de Santiago;NA;Titular2514;Nombre2514;Solar;0.1488;6.01;NA;NA;5;768;784
Región Metropolitana de Santiago;NA;Titular2515;Nombre2515;Solar;0.2496;10.36;NA;NA;5;770;790
Región Metropolitana de Santiago;NA;Titular2516;Nombre2516;Solar;0.1584;6.69;NA;NA;3;771;755
Región Metropolitana de Santiago;NA;Titular2517;Nombre2517;Solar;0.288;10.44;NA;NA;3;796;753
Región Metropolitana de Santiago;NA;Titular2518;Nombre2518;Solar;0.288;12.5;NA;NA;5;761;788
Región Metropolitana de Santiago;NA;Titular2519;Nombre2519;Solar;0.24;10.41;NA;NA;5;787;764
Región Metropolitana de Santiago;NA;Titular2520;Nombre2520;Solar;4.32;235.9;NA;NA;2;770;751
Región Metropolitana de Santiago;NA;Titular2521;Nombre2521;Solar;0.24;10.5;NA;NA;4;760;756
Región Metropolitana de Santiago;NA;Titular2522;Nombre2522;Solar;0.324;10.79;NA;NA;3;759;790
Región Metropolitana de Santiago;NA;Titular2523;Nombre2523;Solar;0.204;10.88;NA;NA;2;797;793
Región Metropolitana de Santiago;NA;Titular2524;Nombre2524;Solar;0.288;12.15;NA;NA;3;792;800
Región Metropolitana de Santiago;NA;Titular2525;Nombre2525;Solar;0.168;6.57;NA;NA;5;786;791
Región Metropolitana de Santiago;NA;Titular2526;Nombre2526;Solar;0.24;11;NA;NA;5;770;795
Región Metropolitana de Santiago;NA;Titular2527;Nombre2527;Solar;0.24;10.5;NA;NA;5;781;761
Región Metropolitana de Santiago;NA;Titular2528;Nombre2528;Solar;0.264;9;NA;NA;3;781;776
Región Metropolitana de Santiago;NA;Titular2529;Nombre2529;Solar;0.2568;10.63;NA;NA;5;797;779
Región Metropolitana de Santiago;NA;Titular2530;Nombre2530;Solar;0.2448;10.71;NA;NA;2;795;797
