Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Latitud;Longitud;Plazo;NumeroBanda
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1834;Nombre1834;Solar;0.24;14.196;NA;NA;2;691
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1835;Nombre1835;Solar;0.2568;10.52;NA;NA;5;687
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1836;Nombre1836;Solar;0.24;10.8;NA;NA;4;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1837;Nombre1837;Solar;0.432;9;NA;NA;4;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1838;Nombre1838;Solar;0.72;22;NA;NA;3;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1839;Nombre1839;Solar;0.2688;11.188;NA;NA;3;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1840;Nombre1840;Solar;0.2256;10.5;NA;NA;2;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1841;Nombre1841;Solar;4.008;207.86;NA;NA;4;672
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1842;Nombre1842;Solar;0.1584;7.6;NA;NA;3;658
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1843;Nombre1843;Solar;0.288;12;NA;NA;3;689
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1844;Nombre1844;Solar;0.96;63.07;NA;NA;2;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1845;Nombre1845;Solar;0.324;10.79;NA;NA;3;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1846;Nombre1846;Solar;0.2208;10.3;NA;NA;2;699
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1847;Nombre1847;Solar;0.24;11;NA;NA;2;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1848;Nombre1848;Solar;0.264;9;NA;NA;4;691
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1849;Nombre1849;Solar;0.36;9;NA;NA;2;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1850;Nombre1850;Solar;0.48;12.52;NA;NA;3;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1851;Nombre1851;Solar;0.156;9;NA;NA;4;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1852;Nombre1852;Solar;0.2568;10.52;NA;NA;4;668
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1853;Nombre1853;Solar;0.1848;8.38;NA;NA;3;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1854;Nombre1854;Solar;3.504;141;NA;NA;4;700
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1855;Nombre1855;Solar;0.24;15.45;NA;NA;4;680
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1856;Nombre1856;Solar;0.288;9.58;NA;NA;2;685
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1857;Nombre1857;Solar;0.36;9.99;NA;NA;4;666
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1858;Nombre1858;Solar;0.24;11;NA;NA;2;657
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1859;Nombre1859;Solar;0.18;7.016;NA;NA;4;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1860;Nombre1860;Solar;0.48;11;NA;NA;5;659
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1861;Nombre1861;Solar;0.288;12.02;NA;NA;2;658
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1862;Nombre1862;Solar;0.288;8.23;NA;NA;4;674
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1863;Nombre1863;Solar;0.2472;10.26;NA;NA;4;689
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1864;Nombre1864;Solar;0.1848;8.38;NA;NA;5;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1865;Nombre1865;Solar;0.2208;10.3;NA;NA;5;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1866;Nombre1866;Solar;0.24;15.45;NA;NA;3;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1867;Nombre1867;Solar;0.24;14.196;NA;NA;4;698
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1868;Nombre1868;Solar;0.264;9;NA;NA;2;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1869;Nombre1869;Solar;0.24;9.59;NA;NA;5;689
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1870;Nombre1870;Solar;0.24;10.8;NA;NA;4;698
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1871;Nombre1871;Solar;0.1872;8;NA;NA;4;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1872;Nombre1872;Solar;0.24;11.56;NA;NA;2;700
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1873;Nombre1873;Solar;0.168;7.84;NA;NA;3;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1874;Nombre1874;Solar;0.1872;8;NA;NA;5;661
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1875;Nombre1875;Solar;0.432;9;NA;NA;3;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1876;Nombre1876;Solar;0.156;9;NA;NA;4;661
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1877;Nombre1877;Solar;0.2064;7.83;NA;NA;2;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1878;Nombre1878;Solar;0.432;9;NA;NA;3;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1879;Nombre1879;Solar;0.264;15.4;NA;NA;2;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1880;Nombre1880;Solar;0.216;9;NA;NA;3;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1881;Nombre1881;Solar;0.264;15.4;NA;NA;3;679
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1882;Nombre1882;Solar;0.48;12.52;NA;NA;3;689
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1883;Nombre1883;Solar;1.584;24;NA;NA;5;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1884;Nombre1884;Solar;0.324;9.58;NA;NA;5;690
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1885;Nombre1885;Solar;0.2016;8.5;NA;NA;4;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1886;Nombre1886;Solar;0.24;6.5;NA;NA;3;690
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1887;Nombre1887;Solar;0.5328;10.415;NA;NA;4;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1888;Nombre1888;Solar;0.2112;9;NA;NA;4;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1889;Nombre1889;Solar;0.48;11.189;NA;NA;4;674
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1890;Nombre1890;Solar;4.008;207.86;NA;NA;4;659
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1891;Nombre1891;Solar;0.432;9;NA;NA;3;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1892;Nombre1892;Solar;0.2496;10.43;NA;NA;3;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1893;Nombre1893;Solar;12;249.7;NA;NA;5;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1894;Nombre1894;Solar;0.312;9.97;NA;NA;3;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1895;Nombre1895;Solar;0.2256;10.5;NA;NA;5;668
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1896;Nombre1896;Solar;0.264;11;NA;NA;5;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1897;Nombre1897;Solar;0.2016;8.5;NA;NA;3;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1898;Nombre1898;Solar;0.288;14;NA;NA;5;671
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1899;Nombre1899;Solar;0.36;7.14;NA;NA;5;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1900;Nombre1900;Solar;0.24;11;NA;NA;3;657
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1901;Nombre1901;Solar;0.2832;11.76;NA;NA;5;689
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1902;Nombre1902;Solar;0.432;9;NA;NA;3;696
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1903;Nombre1903;Solar;0.5328;10.415;NA;NA;3;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1904;Nombre1904;Solar;0.1872;8;NA;NA;5;671
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1905;Nombre1905;Solar;0.264;9;NA;NA;3;662
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1906;Nombre1906;Solar;0.264;15.4;NA;NA;3;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1907;Nombre1907;Solar;0.1584;6;NA;NA;5;684
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1908;Nombre1908;Solar;0.24;3.24;NA;NA;3;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1909;Nombre1909;Solar;0.36;10.3;NA;NA;2;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1910;Nombre1910;Solar;0.312;9.97;NA;NA;5;699
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1911;Nombre1911;Solar;0.24;9.79;NA;NA;2;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1912;Nombre1912;Solar;0.432;9;NA;NA;2;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1913;Nombre1913;Solar;0.288;7.61;NA;NA;3;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1914;Nombre1914;Solar;0.0192;0.8295;NA;NA;4;663
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1915;Nombre1915;Solar;0.24;10.64;NA;NA;2;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1916;Nombre1916;Solar;0.216;10.69;NA;NA;3;668
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1917;Nombre1917;Solar;0.36;17.16;NA;NA;2;673
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1918;Nombre1918;Solar;0.24;12;NA;NA;3;671
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1919;Nombre1919;Solar;4.008;207.86;NA;NA;5;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1920;Nombre1920;Solar;0.24;9.56;NA;NA;3;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1921;Nombre1921;Solar;0.324;10.79;NA;NA;5;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1922;Nombre1922;Solar;0.288;11.2;NA;NA;4;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1923;Nombre1923;Solar;0.324;10.79;NA;NA;4;673
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1924;Nombre1924;Solar;0.324;10.79;NA;NA;5;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1925;Nombre1925;Solar;0.276;8;NA;NA;2;698
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1926;Nombre1926;Solar;1.848;69.8;NA;NA;4;684
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1927;Nombre1927;Solar;0.288;12;NA;NA;3;671
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1928;Nombre1928;Solar;0.288;12;NA;NA;2;666
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1929;Nombre1929;Solar;0.276;8;NA;NA;4;674
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1930;Nombre1930;Solar;0.264;9;NA;NA;4;661
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1931;Nombre1931;Solar;0.48;10.52;NA;NA;3;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1932;Nombre1932;Solar;0.288;11.47;NA;NA;4;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1933;Nombre1933;Solar;0.24;9.59;NA;NA;5;667
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1934;Nombre1934;Solar;0.36;10.3;NA;NA;4;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1935;Nombre1935;Solar;0.156;9;NA;NA;4;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1936;Nombre1936;Solar;0.432;9.22;NA;NA;3;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1937;Nombre1937;Solar;0.24;10.8;NA;NA;2;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1938;Nombre1938;Solar;0.432;9.22;NA;NA;4;654
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1939;Nombre1939;Solar;0.36;9;NA;NA;2;679
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1940;Nombre1940;Solar;0.24;15.45;NA;NA;4;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1941;Nombre1941;Solar;0.288;8.23;NA;NA;5;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1942;Nombre1942;Solar;0.216;6.47;NA;NA;5;684
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1943;Nombre1943;Solar;0.24;10.03;NA;NA;5;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1944;Nombre1944;Solar;0.264;9;NA;NA;4;696
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1945;Nombre1945;Solar;0.48;11.189;NA;NA;5;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1946;Nombre1946;Solar;0.36;7.14;NA;NA;2;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1947;Nombre1947;Solar;0.24;6.5;NA;NA;5;655
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1948;Nombre1948;Solar;0.2496;10.43;NA;NA;3;699
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1949;Nombre1949;Solar;0.288;11.75;NA;NA;5;696
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1950;Nombre1950;Solar;0.264;11.36;NA;NA;4;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1951;Nombre1951;Solar;12;249.7;NA;NA;2;695
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1952;Nombre1952;Solar;0.1968;7.2;NA;NA;5;663
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1953;Nombre1953;Solar;0.288;8.23;NA;NA;5;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1954;Nombre1954;Solar;0.216;10.6;NA;NA;3;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1955;Nombre1955;Solar;0.24;9.79;NA;NA;3;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1956;Nombre1956;Solar;0.288;9.58;NA;NA;3;666
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1957;Nombre1957;Solar;0.2568;10.52;NA;NA;2;698
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1958;Nombre1958;Solar;3.6;150.31;NA;NA;2;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1959;Nombre1959;Solar;0.24;11.56;NA;NA;4;654
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1960;Nombre1960;Solar;0.2064;7.83;NA;NA;4;673
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1961;Nombre1961;Solar;0.48;11;NA;NA;4;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1962;Nombre1962;Solar;0.288;12;NA;NA;2;658
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1963;Nombre1963;Solar;0.1752;7.5;NA;NA;4;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1964;Nombre1964;Solar;0.2496;10.43;NA;NA;4;665
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1965;Nombre1965;Solar;0.288;12;NA;NA;5;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1966;Nombre1966;Solar;0.36;10.3;NA;NA;2;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1967;Nombre1967;Solar;0.24;14.196;NA;NA;3;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1968;Nombre1968;Solar;0.264;9;NA;NA;4;695
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1969;Nombre1969;Solar;0.1584;7.18;NA;NA;4;662
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1970;Nombre1970;Solar;0.2568;10.52;NA;NA;5;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1971;Nombre1971;Solar;0.18;7.016;NA;NA;2;684
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1972;Nombre1972;Solar;0.432;9;NA;NA;4;668
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1973;Nombre1973;Solar;0.156;9;NA;NA;2;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1974;Nombre1974;Solar;1.32;60;NA;NA;5;696
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1975;Nombre1975;Solar;0.2688;11.188;NA;NA;4;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1976;Nombre1976;Solar;0.264;11;NA;NA;5;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1977;Nombre1977;Solar;0.1872;8;NA;NA;3;670
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1978;Nombre1978;Solar;0.24;9.79;NA;NA;4;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1979;Nombre1979;Solar;0.24;11;NA;NA;5;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1980;Nombre1980;Solar;0.288;8.5;NA;NA;3;688
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1981;Nombre1981;Solar;0.24;10.8;NA;NA;4;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1982;Nombre1982;Solar;0.288;11.47;NA;NA;4;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1983;Nombre1983;Solar;3.504;121;NA;NA;2;659
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1984;Nombre1984;Solar;4.008;207.86;NA;NA;5;700
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1985;Nombre1985;Solar;0.276;10.75;NA;NA;2;658
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1986;Nombre1986;Solar;0.1872;8;NA;NA;2;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1987;Nombre1987;Solar;0.264;9;NA;NA;4;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1988;Nombre1988;Solar;0.48;11.189;NA;NA;5;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1989;Nombre1989;Solar;0.288;9.58;NA;NA;4;662
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1990;Nombre1990;Solar;0.1968;7.2;NA;NA;4;659
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1991;Nombre1991;Solar;0.24;8.8;NA;NA;4;687
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1992;Nombre1992;Solar;2.16;93;NA;NA;2;700
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1993;Nombre1993;Solar;0.36;10.3;NA;NA;2;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1994;Nombre1994;Solar;0.2832;11.76;NA;NA;2;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1995;Nombre1995;Solar;0.156;9;NA;NA;4;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1996;Nombre1996;Solar;0.276;10.75;NA;NA;5;658
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1997;Nombre1997;Solar;0.24;11;NA;NA;5;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1998;Nombre1998;Solar;0.288;11.2;NA;NA;5;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1999;Nombre1999;Solar;0.36;9.99;NA;NA;5;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2000;Nombre2000;Solar;0.432;9;NA;NA;3;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2001;Nombre2001;Solar;0.36;9;NA;NA;3;691
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2002;Nombre2002;Solar;0.276;9;NA;NA;2;674
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2003;Nombre2003;Solar;0.36;17.16;NA;NA;3;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2004;Nombre2004;Solar;0.264;9;NA;NA;3;679
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2005;Nombre2005;Solar;0.48;11;NA;NA;5;679
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2006;Nombre2006;Solar;0.1824;7.89;NA;NA;4;667
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2007;Nombre2007;Solar;0.24;14.196;NA;NA;5;655
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2008;Nombre2008;Solar;0.288;11.75;NA;NA;3;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2009;Nombre2009;Solar;0.1584;6;NA;NA;3;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2010;Nombre2010;Solar;3.504;121;NA;NA;4;687
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2011;Nombre2011;Solar;0.2688;10.12;NA;NA;5;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2012;Nombre2012;Solar;0.156;7.34;NA;NA;5;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2013;Nombre2013;Solar;0.1848;8.44;NA;NA;5;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2014;Nombre2014;Solar;0.276;10.75;NA;NA;4;674
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2015;Nombre2015;Solar;0.48;12.52;NA;NA;4;670
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2016;Nombre2016;Solar;0.1872;8;NA;NA;4;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2017;Nombre2017;Solar;0.24;9.79;NA;NA;4;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2018;Nombre2018;Solar;0.288;12;NA;NA;4;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2019;Nombre2019;Solar;0.18;7.016;NA;NA;4;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2020;Nombre2020;Solar;2.352;83;NA;NA;3;668
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2021;Nombre2021;Solar;0.2688;10.12;NA;NA;3;668
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2022;Nombre2022;Solar;0.288;11.64;NA;NA;4;690
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2023;Nombre2023;Solar;0.1872;7.767;NA;NA;4;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2024;Nombre2024;Solar;0.288;11.75;NA;NA;2;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2025;Nombre2025;Solar;0.36;7.14;NA;NA;3;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2026;Nombre2026;Solar;3.504;121;NA;NA;5;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2027;Nombre2027;Solar;0.432;9.22;NA;NA;4;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2028;Nombre2028;Solar;0.2016;8.5;NA;NA;5;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2029;Nombre2029;Solar;0.216;9;NA;NA;4;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2030;Nombre2030;Solar;0.24;6.5;NA;NA;3;699
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2031;Nombre2031;Solar;0.288;10.8;NA;NA;2;663
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2032;Nombre2032;Solar;0.2112;9;NA;NA;5;654
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2033;Nombre2033;Solar;0.24;3.24;NA;NA;5;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2034;Nombre2034;Solar;0.288;8.5;NA;NA;4;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2035;Nombre2035;Solar;0.1584;7.6;NA;NA;3;687
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2036;Nombre2036;Solar;0.216;6.47;NA;NA;4;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2037;Nombre2037;Solar;0.288;11.64;NA;NA;2;669
Región del Maule;NA;Titular2038;Nombre2038;Eólica;8.352;316.8;NA;NA;12;735
Región del Maule;NA;Titular2039;Nombre2039;Eólica;8.352;316.8;NA;NA;14;703
Región del Maule;NA;Titular2040;Nombre2040;Eólica;8.352;316.8;NA;NA;14;702
Región del Maule;NA;Titular2041;Nombre2041;Hidro;0.432;6.6;NA;NA;3;733
Región del Maule;NA;Titular2042;Nombre2042;Hidro;0.432;6.6;NA;NA;6;734
Región del Maule;NA;Titular2043;Nombre2043;Solar;0.2928;12.23;NA;NA;4;717
Región del Maule;NA;Titular2044;Nombre2044;Solar;0.288;13.3;NA;NA;2;705
Región del Maule;NA;Titular2045;Nombre2045;Solar;0.216;8.208;NA;NA;3;726
Región del Maule;NA;Titular2046;Nombre2046;Solar;0.48;5;NA;NA;3;732
Región del Maule;NA;Titular2047;Nombre2047;Solar;0.288;13.3;NA;NA;5;705
Región del Maule;NA;Titular2048;Nombre2048;Solar;0.24;11.4;NA;NA;5;734
Región del Maule;NA;Titular2049;Nombre2049;Solar;0.288;12;NA;NA;3;745
Región del Maule;NA;Titular2050;Nombre2050;Solar;2.112;90;NA;NA;4;701
Región del Maule;NA;Titular2051;Nombre2051;Solar;0.264;11.016;NA;NA;5;708
Región del Maule;NA;Titular2052;Nombre2052;Solar;0.2352;10.34;NA;NA;5;713
Región del Maule;NA;Titular2053;Nombre2053;Solar;0.288;12;NA;NA;5;731
Región del Maule;NA;Titular2054;Nombre2054;Solar;0.2112;10.83;NA;NA;4;719
Región del Maule;NA;Titular2055;Nombre2055;Solar;1.584;29;NA;NA;2;750
Región del Maule;NA;Titular2056;Nombre2056;Solar;0.24;11;NA;NA;3;711
Región del Maule;NA;Titular2057;Nombre2057;Solar;0.1176;6.02;NA;NA;4;733
Región del Maule;NA;Titular2058;Nombre2058;Solar;0.24;11.4;NA;NA;4;723
Región del Maule;NA;Titular2059;Nombre2059;Solar;0.2928;10.178;NA;NA;2;725
Región del Maule;NA;Titular2060;Nombre2060;Solar;1.2144;22;NA;NA;5;750
Región del Maule;NA;Titular2061;Nombre2061;Solar;0.264;10.53;NA;NA;2;709
Región del Maule;NA;Titular2062;Nombre2062;Solar;0.288;9;NA;NA;5;702
Región del Maule;NA;Titular2063;Nombre2063;Solar;0.288;12;NA;NA;2;712
Región del Maule;NA;Titular2064;Nombre2064;Solar;0.12;5.97;NA;NA;3;706
Región del Maule;NA;Titular2065;Nombre2065;Solar;0.2016;9.9;NA;NA;4;742
Región del Maule;NA;Titular2066;Nombre2066;Solar;0.2376;10.79;NA;NA;4;714
Región del Maule;NA;Titular2067;Nombre2067;Solar;0.2568;10.66;NA;NA;5;726
Región del Maule;NA;Titular2068;Nombre2068;Solar;0.288;9;NA;NA;5;742
Región del Maule;NA;Titular2069;Nombre2069;Solar;1.584;24;NA;NA;2;727
Región del Maule;NA;Titular2070;Nombre2070;Solar;0.2568;10.7;NA;NA;2;739
Región del Maule;NA;Titular2071;Nombre2071;Solar;2.112;90;NA;NA;4;732
Región del Maule;NA;Titular2072;Nombre2072;Solar;0.216;10.67;NA;NA;2;708
